	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Fated Combat Helm of the Deep	176	=CALCSLICE("ArmMHT";B127)		=CALCSLICE("Agility";B127;2,8)	=CALCSLICE("Vitality";B127;2,4)		=CALCSLICE("Fate";B127;1,6)								=CALCSLICE("Finesse";B127;0,2)																																																				
Pride of Helm's Deep	176	=CALCSLICE("ArmMHT";B128)		=CALCSLICE("Agility";B128;2,8)	=CALCSLICE("Vitality";B128;2,4)		=CALCSLICE("Fate";B128;1)									=CALCSLICE("PhyMas";B128;0,8)																																																			
Resilient Combat Helm of the Deep	176	=CALCSLICE("ArmMHT";B129)		=CALCSLICE("Agility";B129;2,8)	=CALCSLICE("Vitality";B129;2,4)		=CALCSLICE("Fate";B129;1)								=CALCSLICE("Finesse";B129;0,2)	=CALCSLICE("PhyMas";B129;0,6)																																																			
Greater Dextrous Helmet of Prowess	176	=CALCSLICE("ArmMHT";B130)		=CALCSLICE("Agility";B130;2,8)	=CALCSLICE("Vitality";B130;2,4)									=CALCSLICE("CritHit";B130;0,4)	=CALCSLICE("Finesse";B130;0,6)	=CALCSLICE("PhyMas";B130;0,8)																																																			
Skillful Combat Helm of the Deep	176	=CALCSLICE("ArmMHT";B131)		=CALCSLICE("Agility";B131;2,8)	=CALCSLICE("Vitality";B131;2,4)									=CALCSLICE("CritHit";B131;0,8)	=CALCSLICE("Finesse";B131;0,2)	=CALCSLICE("PhyMas";B131;0,8)																																																			
Steadfast Combat Helm of the Deep	176	=CALCSLICE("ArmMHT";B132)		=CALCSLICE("Agility";B132;2,4)	=CALCSLICE("Vitality";B132;2,8)		=CALCSLICE("Fate";B132;1)												=CALCSLICE("CritDef";B132;0,8)																																																
Watchful Combat Helm of the Deep	176	=CALCSLICE("ArmMHT";B133)		=CALCSLICE("Agility";B133;2,4)	=CALCSLICE("Vitality";B133;2,8)														=CALCSLICE("CritDef";B133;0,2)			=CALCSLICE("Parry";B133;0,8)	=CALCSLICE("Evade";B133;0,8)																																												
Nadhin Footman's Padded Helm (3s):	176	=CALCSLICE("ArmMHP";B134)	=CALCSLICE("Might";B134;1,4)		=CALCSLICE("Vitality";B134;0,4)																																																														
Nadhin Footman's Helm (3s):	176	=CALCSLICE("ArmMHP";B135)		=CALCSLICE("Agility";B135;1,4)	=CALCSLICE("Vitality";B135;0,4)																																																														
Shoulders																																																																			
Clever Trapper's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B137)		=CALCSLICE("Agility";B137;0,8)				=CALCSLICE("Morale";B137;0,6)																																																										Shoulders	Hu
Fearless Soldier's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B138)		=CALCSLICE("Agility";B138;0,8)				=CALCSLICE("Morale";B138;0,6)																																																										Shoulders	Wa
Fierce Skin-changer's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B139)	=CALCSLICE("Might";B139;0,8)					=CALCSLICE("Morale";B139;0,6)																																																										Shoulders	Be
Hidden Blade's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B140)		=CALCSLICE("Agility";B140;0,8)				=CALCSLICE("Morale";B140;0,6)																																																										Shoulders	Bu
Luck-maker's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B141)		=CALCSLICE("Agility";B141;0,8)				=CALCSLICE("Morale";B141;0,6)																																																										Shoulders	Bu
Precise Bowmaster's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B142)		=CALCSLICE("Agility";B142;0,8)				=CALCSLICE("Morale";B142;0,6)																																																										Shoulders	Hu
Resilient Skin-changer's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B143)	=CALCSLICE("Might";B143;0,8)					=CALCSLICE("Morale";B143;0,6)																																																										Shoulders	Be
Shield-splinterer's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B144)		=CALCSLICE("Agility";B144;0,8)				=CALCSLICE("Morale";B144;0,6)																																																										Shoulders	Wa
Sure-footed Huntsman's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B145)		=CALCSLICE("Agility";B145;0,8)				=CALCSLICE("Morale";B145;0,6)																																																										Shoulders	Hu
Tenacious Skin-changer's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B146)	=CALCSLICE("Might";B146;0,8)					=CALCSLICE("Morale";B146;0,6)																																																										Shoulders	Be
Trickster's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B147)		=CALCSLICE("Agility";B147;0,8)				=CALCSLICE("Morale";B147;0,6)																																																										Shoulders	Bu
Unshakeable Spearman's Shoulders of the Morannon (4s):	282	=CALCSLICE("ArmMST";B148)		=CALCSLICE("Agility";B148;0,8)				=CALCSLICE("Morale";B148;0,6)																																																										Shoulders	Wa
Supreme Shoulders of the Clever Trapper (4s):	258	=CALCSLICE("ArmMST";B149)		=CALCSLICE("Agility";B149;0,8)				=CALCSLICE("Morale";B149;0,6)																																																										Shoulders	Hu
Supreme Shoulders of the Fearless Soldier (4s):	258	=CALCSLICE("ArmMST";B150)		=CALCSLICE("Agility";B150;0,8)				=CALCSLICE("Morale";B150;0,6)																																																										Shoulders	Wa
Supreme Shoulders of the Fierce Skin-changer (4s):	258	=CALCSLICE("ArmMST";B151)	=CALCSLICE("Might";B151;0,8)					=CALCSLICE("Morale";B151;0,6)																																																										Shoulders	Be
Supreme Shoulders of the Hidden Blade (4s):	258	=CALCSLICE("ArmMST";B152)		=CALCSLICE("Agility";B152;0,8)				=CALCSLICE("Morale";B152;0,6)																																																										Shoulders	Bu
Supreme Shoulders of the Luck-maker (4s):	258	=CALCSLICE("ArmMST";B153)		=CALCSLICE("Agility";B153;0,8)				=CALCSLICE("Morale";B153;0,6)																																																										Shoulders	Bu
Supreme Shoulders of the Precise Bowmaster (4s):	258	=CALCSLICE("ArmMST";B154)		=CALCSLICE("Agility";B154;0,8)				=CALCSLICE("Morale";B154;0,6)																																																										Shoulders	Hu
Supreme Shoulders of the Resilient Skin-changer (4s):	258	=CALCSLICE("ArmMST";B155)	=CALCSLICE("Might";B155;0,8)					=CALCSLICE("Morale";B155;0,6)																																																										Shoulders	Be
Supreme Shoulders of the Shield-splinterer (4s):	258	=CALCSLICE("ArmMST";B156)		=CALCSLICE("Agility";B156;0,8)				=CALCSLICE("Morale";B156;0,6)																																																										Shoulders	Wa
Supreme Shoulders of the Sure-footed Huntsman (4s):	258	=CALCSLICE("ArmMST";B157)		=CALCSLICE("Agility";B157;0,8)				=CALCSLICE("Morale";B157;0,6)																																																										Shoulders	Hu
Supreme Shoulders of the Tenacious Skin-changer (4s):	258	=CALCSLICE("ArmMST";B158)	=CALCSLICE("Might";B158;0,8)					=CALCSLICE("Morale";B158;0,6)																																																										Shoulders	Be
Supreme Shoulders of the Trickster (4s):	258	=CALCSLICE("ArmMST";B159)		=CALCSLICE("Agility";B159;0,8)				=CALCSLICE("Morale";B159;0,6)																																																										Shoulders	Bu
Supreme Shoulders of the Unshakeable Spear (4s):	258	=CALCSLICE("ArmMST";B160)		=CALCSLICE("Agility";B160;0,8)				=CALCSLICE("Morale";B160;0,6)																																																										Shoulders	Wa
Brushed Mantle of the Ithilien Path-finder (4s):	246	=CALCSLICE("ArmMST";B161)			=CALCSLICE("Vitality";B161;0,8)			=CALCSLICE("Morale";B161;0,6)																																																										Shoulders	BeBuHuWa
Greater Shoulders of the Clever Trapper (4s):	234	=CALCSLICE("ArmMST";B162)		=CALCSLICE("Agility";B162;0,8)				=CALCSLICE("Morale";B162;0,6)																																																										Shoulders	Hu
Greater Shoulders of the Fearless Soldier (4s):	234	=CALCSLICE("ArmMST";B163)		=CALCSLICE("Agility";B163;0,8)				=CALCSLICE("Morale";B163;0,6)																																																										Shoulders	Wa
Greater Shoulders of the Fierce Skin-changer (4s):	234	=CALCSLICE("ArmMST";B164)	=CALCSLICE("Might";B164;0,8)					=CALCSLICE("Morale";B164;0,6)																																																										Shoulders	Be
Greater Shoulders of the Hidden Blade (4s):	234	=CALCSLICE("ArmMST";B165)		=CALCSLICE("Agility";B165;0,8)				=CALCSLICE("Morale";B165;0,6)																																																										Shoulders	Bu
Greater Shoulders of the Luck-maker (4s):	234	=CALCSLICE("ArmMST";B166)		=CALCSLICE("Agility";B166;0,8)				=CALCSLICE("Morale";B166;0,6)																																																										Shoulders	Bu
Greater Shoulders of the Precise Bowmaster (4s):	234	=CALCSLICE("ArmMST";B167)		=CALCSLICE("Agility";B167;0,8)				=CALCSLICE("Morale";B167;0,6)																																																										Shoulders	Hu
Greater Shoulders of the Resilient Skin-changer (4s):	234	=CALCSLICE("ArmMST";B168)	=CALCSLICE("Might";B168;0,8)					=CALCSLICE("Morale";B168;0,6)																																																										Shoulders	Be
Greater Shoulders of the Shield-splinterer (4s):	234	=CALCSLICE("ArmMST";B169)		=CALCSLICE("Agility";B169;0,8)				=CALCSLICE("Morale";B169;0,6)																																																										Shoulders	Wa
Greater Shoulders of the Sure-footed Huntsman (4s):	234	=CALCSLICE("ArmMST";B170)		=CALCSLICE("Agility";B170;0,8)				=CALCSLICE("Morale";B170;0,6)																																																										Shoulders	Hu
Greater Shoulders of the Tenacious Skin-changer (4s):	234	=CALCSLICE("ArmMST";B171)	=CALCSLICE("Might";B171;0,8)					=CALCSLICE("Morale";B171;0,6)																																																										Shoulders	Be
Greater Shoulders of the Trickster (4s):	234	=CALCSLICE("ArmMST";B172)		=CALCSLICE("Agility";B172;0,8)				=CALCSLICE("Morale";B172;0,6)																																																										Shoulders	Bu
Greater Shoulders of the Unshakeable Spear (4s):	234	=CALCSLICE("ArmMST";B173)		=CALCSLICE("Agility";B173;0,8)				=CALCSLICE("Morale";B173;0,6)																																																										Shoulders	Wa
Shoulders of the Clever Trapper (4s):	222	=CALCSLICE("ArmMST";B174)		=CALCSLICE("Agility";B174;0,8)				=CALCSLICE("Morale";B174;0,6)																																																										Shoulders	Hu
Shoulders of the Fearless Soldier (4s):	222	=CALCSLICE("ArmMST";B175)		=CALCSLICE("Agility";B175;0,8)				=CALCSLICE("Morale";B175;0,6)																																																										Shoulders	Wa
Shoulders of the Fierce Skin-changer (4s):	222	=CALCSLICE("ArmMST";B176)	=CALCSLICE("Might";B176;0,8)					=CALCSLICE("Morale";B176;0,6)																																																										Shoulders	Be
Shoulders of the Hidden Blade (4s):	222	=CALCSLICE("ArmMST";B177)		=CALCSLICE("Agility";B177;0,8)				=CALCSLICE("Morale";B177;0,6)																																																										Shoulders	Bu
Shoulders of the Luck-maker (4s):	222	=CALCSLICE("ArmMST";B178)		=CALCSLICE("Agility";B178;0,8)				=CALCSLICE("Morale";B178;0,6)																																																										Shoulders	Bu
Shoulders of the Precise Bowmaster (4s):	222	=CALCSLICE("ArmMST";B179)		=CALCSLICE("Agility";B179;0,8)				=CALCSLICE("Morale";B179;0,6)																																																										Shoulders	Hu
Shoulders of the Resilient Skin-changer (4s):	222	=CALCSLICE("ArmMST";B180)	=CALCSLICE("Might";B180;0,8)					=CALCSLICE("Morale";B180;0,6)																																																										Shoulders	Be
Shoulders of the Shield-splinterer (4s):	222	=CALCSLICE("ArmMST";B181)		=CALCSLICE("Agility";B181;0,8)				=CALCSLICE("Morale";B181;0,6)																																																										Shoulders	Wa
Shoulders of the Sure-footed Huntsman (4s):	222	=CALCSLICE("ArmMST";B182)		=CALCSLICE("Agility";B182;0,8)				=CALCSLICE("Morale";B182;0,6)																																																										Shoulders	Hu
Shoulders of the Tenacious Skin-changer (4s):	222	=CALCSLICE("ArmMST";B183)	=CALCSLICE("Might";B183;0,8)					=CALCSLICE("Morale";B183;0,6)																																																										Shoulders	Be
Shoulders of the Trickster (4s):	222	=CALCSLICE("ArmMST";B184)		=CALCSLICE("Agility";B184;0,8)				=CALCSLICE("Morale";B184;0,6)																																																										Shoulders	Bu
Shoulders of the Unshakeable Spear (4s):	222	=CALCSLICE("ArmMST";B185)		=CALCSLICE("Agility";B185;0,8)				=CALCSLICE("Morale";B185;0,6)																																																										Shoulders	Wa
Ambusher's Shoulders (4s):	222	=CALCSLICE("ArmMST";B186)		=CALCSLICE("Agility";B186;0,8)				=CALCSLICE("Morale";B186;0,6)																																																										Shoulders	Bu
Battle-outrider's Shoulders (4s):	222	=CALCSLICE("ArmMST";B187)		=CALCSLICE("Agility";B187;0,8)				=CALCSLICE("Morale";B187;0,6)																																																										Shoulders	Hu
Juggernaut's Shoulders (4s):	222	=CALCSLICE("ArmMST";B188)		=CALCSLICE("Agility";B188;0,8)				=CALCSLICE("Morale";B188;0,6)																																																										Shoulders	Wa
War-bear's Shoulders (4s):	222	=CALCSLICE("ArmMST";B189)	=CALCSLICE("Might";B189;0,8)					=CALCSLICE("Morale";B189;0,6)																																																										Shoulders	Be
Ancient Doom-hunter's Shoulders (2s):	222	=CALCSLICE("ArmMST";B190)		=CALCSLICE("Agility";B190;2)				=CALCSLICE("Morale";B190;1)						=CALCSLICE("CritHit";B190;0,4)											=CALCSLICE("TacMit";B190;0,8)																																									Shoulders	Hu
Ancient Rift-reaper's Shoulders (2s):	222	=CALCSLICE("ArmMST";B191)	=CALCSLICE("Might";B191;2)					=CALCSLICE("Morale";B191;1)														=CALCSLICE("Parry";B191;0,4)			=CALCSLICE("TacMit";B191;0,8)																																									Shoulders	Be
Ancient Thrill-seeker's Shoulders (2s):	222	=CALCSLICE("ArmMST";B192)		=CALCSLICE("Agility";B192;2)				=CALCSLICE("Morale";B192;1)						=CALCSLICE("CritHit";B192;0,4)											=CALCSLICE("TacMit";B192;0,8)																																									Shoulders	Bu
Ancient Town-saver's Shoulders (2s):	222	=CALCSLICE("ArmMST";B193)		=CALCSLICE("Agility";B193;2)				=CALCSLICE("Morale";B193;1)														=CALCSLICE("Parry";B193;0,4)			=CALCSLICE("TacMit";B193;0,8)																																									Shoulders	Wa
Fine Mathom-hunter's Shoulder-pads (105)	207	890		279	186		279																																																										
Mathom-hunter's Shoulder-pads (105)	207	845		279	186		186																																																										
Exemplary Tough Shoulders of the Anórien Tree (3s):	204	=CALCSLICE("ArmMST";B196)	=CALCSLICE("Might";B196;1,4)					=CALCSLICE("Morale";B196;1,4)																																																										Shoulders	BeWa
Exemplary Shoulders of the Anórien Tree (3s):	204	=CALCSLICE("ArmMST";B197)		=CALCSLICE("Agility";B197;1,4)				=CALCSLICE("Morale";B197;1,4)																																																										Shoulders	BuHuWa
Anórien Combat Pauldrons (3s):	201	=CALCSLICE("ArmMST";B198)					=CALCSLICE("Fate";B198;1)	=CALCSLICE("Morale";B198;1,8)																																																										Shoulders	BeBuHuWa
Shoulderpads of the Osgiliath Bowmaster	201	=CALCSLICE("ArmMST";B199)		=CALCSLICE("Agility";B199;4)	=CALCSLICE("Vitality";B199;1)		=CALCSLICE("Fate";B199;1)							=CALCSLICE("CritHit";B199;1)																																																					
Shoulderpads of the Osgiliath Claw	201	=CALCSLICE("ArmMST";B200)	=CALCSLICE("Might";B200;3,6)		=CALCSLICE("Vitality";B200;1,4)		=CALCSLICE("Fate";B200;1)							=CALCSLICE("CritHit";B200;1)																																																					
Shoulderpads of the Osgiliath Fist	201	=CALCSLICE("ArmMST";B201)		=CALCSLICE("Agility";B201;4)	=CALCSLICE("Vitality";B201;1)									=CALCSLICE("CritHit";B201;1)		=CALCSLICE("PhyMas";B201;1)																																																			
Shoulderpads of the Osgiliath Gambler	201	=CALCSLICE("ArmMST";B202)		=CALCSLICE("Agility";B202;4)	=CALCSLICE("Vitality";B202;1)									=CALCSLICE("CritHit";B202;1)		=CALCSLICE("PhyMas";B202;1)																																																			
Shoulderpads of the Osgiliath Hide	201	=CALCSLICE("ArmMST";B203)	=CALCSLICE("Might";B203;1)		=CALCSLICE("Vitality";B203;4)																		=CALCSLICE("Evade";B203;1)		=CALCSLICE("TacMit";B203;1)																																										
Shoulderpads of the Osgiliath Huntsman	201	=CALCSLICE("ArmMST";B204)		=CALCSLICE("Agility";B204;4)	=CALCSLICE("Vitality";B204;1)									=CALCSLICE("CritHit";B204;1)		=CALCSLICE("PhyMas";B204;1)																																																			
Shoulderpads of the Osgiliath Knife	201	=CALCSLICE("ArmMST";B205)		=CALCSLICE("Agility";B205;4)	=CALCSLICE("Vitality";B205;1)		=CALCSLICE("Fate";B205;1)							=CALCSLICE("CritHit";B205;1)																																																					
Shoulderpads of the Osgiliath Mischief-maker	201	=CALCSLICE("ArmMST";B206)		=CALCSLICE("Agility";B206;4)	=CALCSLICE("Vitality";B206;1)			=CALCSLICE("Morale";B206;1)								=CALCSLICE("PhyMas";B206;1)																																																			
Shoulderpads of the Osgiliath Roar	201	=CALCSLICE("ArmMST";B207)	=CALCSLICE("Might";B207;3,6)		=CALCSLICE("Vitality";B207;1,4)									=CALCSLICE("CritHit";B207;1)			=CALCSLICE("TacMas";B207;1)																																																		
Shoulderpads of the Osgiliath Shield	201	=CALCSLICE("ArmMST";B208)		=CALCSLICE("Agility";B208;1)	=CALCSLICE("Vitality";B208;4)																=CALCSLICE("Block";B208;1)				=CALCSLICE("TacMit";B208;1)																																										
Shoulderpads of the Osgiliath Spear	201	=CALCSLICE("ArmMST";B209)		=CALCSLICE("Agility";B209;4)	=CALCSLICE("Vitality";B209;1)		=CALCSLICE("Fate";B209;1)							=CALCSLICE("CritHit";B209;1)																																																					
Shoulderpads of the Osgiliath Trapper	201	=CALCSLICE("ArmMST";B210)		=CALCSLICE("Agility";B210;4)	=CALCSLICE("Vitality";B210;1)			=CALCSLICE("Morale";B210;1)								=CALCSLICE("PhyMas";B210;1)																																																			
Shoulder Guards of Faramir's Faithful (5s):	201	=CALCSLICE("ArmMST";B211)																																																																Shoulders	BeBuHuWa
Pauldron of the Beacon	192	=CALCSLICE("ArmMST";B212)		=CALCSLICE("Agility";B212;2,8)	=CALCSLICE("Vitality";B212;2,4)		=CALCSLICE("Fate";B212;0,8)							=CALCSLICE("CritHit";B212;1)																																																					
Shoulderpads of the Liberator	192	=CALCSLICE("ArmMST";B213)		=CALCSLICE("Agility";B213;2,8)	=CALCSLICE("Vitality";B213;2,4)		=CALCSLICE("Fate";B213;1)							=CALCSLICE("CritHit";B213;0,8)																																																					
Shoulderpads of Nature's Guard	192	=CALCSLICE("ArmMST";B214)	=CALCSLICE("Might";B214;2,8)		=CALCSLICE("Vitality";B214;2,4)		=CALCSLICE("Fate";B214;0,8)							=CALCSLICE("CritHit";B214;1)																																																					
Pauldrons of the Seafarer	192	=CALCSLICE("ArmMST";B215)		=CALCSLICE("Agility";B215;2,8)	=CALCSLICE("Vitality";B215;2,4)				=CALCSLICE("Power";B215;0,8)							=CALCSLICE("PhyMas";B215;1)																																																			
Medium Nadhin Shoulders (4s):	192	=CALCSLICE("ArmMST";B216)		=CALCSLICE("Agility";B216;1,4)																																																														Shoulders	BeBuHuWa
Vanwaranc	192	=CALCSLICE("ArmMST";B217)		=CALCSLICE("Agility";B217;2)										=CALCSLICE("CritHit";B217;1)	=CALCSLICE("Finesse";B217;1)	=CALCSLICE("PhyMas";B217;2)							=CALCSLICE("Evade";B217;1)																																												
Nedhranc	192	=CALCSLICE("ArmMST";B218)		=CALCSLICE("Agility";B218;2)										=CALCSLICE("CritHit";B218;1)		=CALCSLICE("PhyMas";B218;2)							=CALCSLICE("Evade";B218;2)																																												
Nimble Ancient Assault Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMSG";B219)	=CALCSLICE("Might";B219;3,2)		=CALCSLICE("Vitality";B219;2,8)		=CALCSLICE("Fate";B219;1,6)								=CALCSLICE("Finesse";B219;0,4)																																																				
Nimble Ancient Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMSG";B220)		=CALCSLICE("Agility";B220;3,2)	=CALCSLICE("Vitality";B220;2,8)		=CALCSLICE("Fate";B220;1,6)								=CALCSLICE("Finesse";B220;0,4)																																																				
Potent Ancient Assault Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMSG";B221)	=CALCSLICE("Might";B221;3,2)		=CALCSLICE("Vitality";B221;2,8)									=CALCSLICE("CritHit";B221;1)		=CALCSLICE("PhyMas";B221;1)																																																			
Potent Ancient Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMSG";B222)		=CALCSLICE("Agility";B222;3,2)	=CALCSLICE("Vitality";B222;2,8)									=CALCSLICE("CritHit";B222;1)		=CALCSLICE("PhyMas";B222;1)																																																			
Gifted Ancient Assault Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMSG";B223)	=CALCSLICE("Might";B223;2,8)		=CALCSLICE("Vitality";B223;3,2)		=CALCSLICE("Fate";B223;1,6)												=CALCSLICE("CritDef";B223;0,4)																																																
Gifted Ancient Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMSG";B224)		=CALCSLICE("Agility";B224;2,8)	=CALCSLICE("Vitality";B224;3,2)		=CALCSLICE("Fate";B224;1,6)												=CALCSLICE("CritDef";B224;0,4)																																																
Potent Assault Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMST";B225)	=CALCSLICE("Might";B225;2,8)		=CALCSLICE("Vitality";B225;2,4)									=CALCSLICE("CritHit";B225;1)		=CALCSLICE("PhyMas";B225;0,8)																																																			
Potent Shoulderguards of the Onodrim	188	=CALCSLICE("ArmMST";B226)		=CALCSLICE("Agility";B226;2,8)	=CALCSLICE("Vitality";B226;2,4)									=CALCSLICE("CritHit";B226;1)		=CALCSLICE("PhyMas";B226;0,8)																																																			
Enduring Fangorn Assault Shoulderguards of Fate	182	=CALCSLICE("ArmMST";B227)	=CALCSLICE("Might";B227;2,8)		=CALCSLICE("Vitality";B227;2,4)		=CALCSLICE("Fate";B227;1,6)								=CALCSLICE("Finesse";B227;0,2)																																																				
Enduring Fangorn Shoulderguards of Fate	182	=CALCSLICE("ArmMST";B228)		=CALCSLICE("Agility";B228;2,8)	=CALCSLICE("Vitality";B228;2,4)		=CALCSLICE("Fate";B228;1,6)								=CALCSLICE("Finesse";B228;0,2)																																																				
Enduring Fangorn Assault Shoulderguards of Skill	182	=CALCSLICE("ArmMST";B229)	=CALCSLICE("Might";B229;2,8)		=CALCSLICE("Vitality";B229;2,4)									=CALCSLICE("CritHit";B229;0,8)	=CALCSLICE("Finesse";B229;0,2)	=CALCSLICE("PhyMas";B229;0,8)																																																			
Enduring Fangorn Shoulderguards of Skill	182	=CALCSLICE("ArmMST";B230)		=CALCSLICE("Agility";B230;2,8)	=CALCSLICE("Vitality";B230;2,4)									=CALCSLICE("CritHit";B230;0,8)	=CALCSLICE("Finesse";B230;0,2)	=CALCSLICE("PhyMas";B230;0,8)																																																			
Enduring Fangorn Assault Shoulderguards of Protection	182	=CALCSLICE("ArmMST";B231)	=CALCSLICE("Might";B231;2,4)		=CALCSLICE("Vitality";B231;2,8)		=CALCSLICE("Fate";B231;1)												=CALCSLICE("CritDef";B231;0,2)				=CALCSLICE("Evade";B231;0,6)																																												
Enduring Fangorn Shoulderguards of Protection	182	=CALCSLICE("ArmMST";B232)		=CALCSLICE("Agility";B232;2,4)	=CALCSLICE("Vitality";B232;2,8)		=CALCSLICE("Fate";B232;1)												=CALCSLICE("CritDef";B232;0,2)				=CALCSLICE("Evade";B232;0,6)																																												
Medium Nadhin Shoulders (3s):	182	=CALCSLICE("ArmMSP";B233)		=CALCSLICE("Agility";B233;1,8)																																																														Shoulders	BeBuHuWa
Fated Combat Pauldrons of the Deep	176	=CALCSLICE("ArmMST";B234)		=CALCSLICE("Agility";B234;2,8)	=CALCSLICE("Vitality";B234;2,4)		=CALCSLICE("Fate";B234;1,6)								=CALCSLICE("Finesse";B234;0,2)																																																				
Gutarmas	176	=CALCSLICE("ArmMST";B235)		=CALCSLICE("Agility";B235;2,8)	=CALCSLICE("Vitality";B235;2,4)		=CALCSLICE("Fate";B235;1,2)							=CALCSLICE("CritHit";B235;0,6)																																																					
Resilient Combat Pauldrons of the Deep	176	=CALCSLICE("ArmMST";B236)		=CALCSLICE("Agility";B236;2,8)	=CALCSLICE("Vitality";B236;2,4)		=CALCSLICE("Fate";B236;1)								=CALCSLICE("Finesse";B236;0,2)	=CALCSLICE("PhyMas";B236;0,6)																																																			
Skillful Combat Pauldrons of the Deep	176	=CALCSLICE("ArmMST";B237)		=CALCSLICE("Agility";B237;2,8)	=CALCSLICE("Vitality";B237;2,4)									=CALCSLICE("CritHit";B237;0,8)	=CALCSLICE("Finesse";B237;0,2)	=CALCSLICE("PhyMas";B237;0,8)																																																			
Steadfast Combat Pauldrons of the Deep	176	=CALCSLICE("ArmMST";B238)		=CALCSLICE("Agility";B238;2,4)	=CALCSLICE("Vitality";B238;2,8)		=CALCSLICE("Fate";B238;1)												=CALCSLICE("CritDef";B238;0,8)																																																
Watchful Combat Pauldrons of the Deep	176	=CALCSLICE("ArmMST";B239)		=CALCSLICE("Agility";B239;2,4)	=CALCSLICE("Vitality";B239;2,8)														=CALCSLICE("CritDef";B239;0,2)			=CALCSLICE("Parry";B239;0,8)	=CALCSLICE("Evade";B239;0,8)																																												
Chest																																																																			
Clever Trapper's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B241)		=CALCSLICE("Agility";B241;0,8)				=CALCSLICE("Morale";B241;0,6)																																																										Chest	Hu
Fearless Soldier's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B242)		=CALCSLICE("Agility";B242;0,8)				=CALCSLICE("Morale";B242;0,6)																																																										Chest	Wa
Fierce Skin-changer's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B243)	=CALCSLICE("Might";B243;0,8)					=CALCSLICE("Morale";B243;0,6)																																																										Chest	Be
Hidden Blade's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B244)		=CALCSLICE("Agility";B244;0,8)				=CALCSLICE("Morale";B244;0,6)																																																										Chest	Bu
Luck-maker's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B245)		=CALCSLICE("Agility";B245;0,8)				=CALCSLICE("Morale";B245;0,6)																																																										Chest	Bu
Precise Bowmaster's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B246)		=CALCSLICE("Agility";B246;0,8)				=CALCSLICE("Morale";B246;0,6)																																																										Chest	Hu
Resilient Skin-changer's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B247)	=CALCSLICE("Might";B247;0,8)					=CALCSLICE("Morale";B247;0,6)																																																										Chest	Be
Shield-splinterer's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B248)		=CALCSLICE("Agility";B248;0,8)				=CALCSLICE("Morale";B248;0,6)																																																										Chest	Wa
Sure-footed Huntsman's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B249)		=CALCSLICE("Agility";B249;0,8)				=CALCSLICE("Morale";B249;0,6)																																																										Chest	Hu
Tenacious Skin-changer's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B250)	=CALCSLICE("Might";B250;0,8)					=CALCSLICE("Morale";B250;0,6)																																																										Chest	Be
Trickster's Chestplate of the Morannon (4s):	282	=CALCSLICE("ArmMCT";B251)		=CALCSLICE("Agility";B251;0,8)				=CALCSLICE("Morale";B251;0,6)																																																										Chest	Bu
