	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Cursed Trousers of the Expedition's Vanguard (1s):	330	9100			626	563								1624	8204												12			1879349926																																						Legs	LoMiRu	115		15	3	0		1	6,2	-0,8
Cursed Vest of Mordor's Bane (2s):	330	10944			626	563	187																				12			1879350224																																						Chest	LoMiRu	115		3	3	0		2	6,2	-0,8
Cursed Vest of the Expedition's Vanguard (2s):	330	10944			626	563	187																				12			1879350254																																						Chest	LoMiRu	115		3	3	0		2	6,2	-0,8
Cursed Wool Cloak of Mordor's Bane (1s):	330	5472	501		835															5434				3655			12			1879350064																																						Back	BeCaChGu	115		45	3	0		1	6,2	-0,8
Cursed Wool Cloak of the Expedition's Vanguard (1s):	330	5472	563		626									2707		2640											12			1879350271																																						Back	BeCaChGu	115		45	3	0		1	6,2	-0,8
Dagger of the Last Alliance	326		535		694														3899					4629			2			1879352454																																						Melee	BeCaChGu	106		10	4	15			5,6	
Dagger of the Towers	326		535		595		357							2057													2			1879352738																																						Melee	BeCaChGu	106		10	4	15			5,6	
Delicate Gold Armlet of Mordor's Bane	330				730	626	250							3790													12			1879361853																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of T3 DPS	345				867	743	297								13640												18			1879347670																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of T3 SUPPORT	345				867	743	297							4501													18			1879347676																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Abyss	337				794	681	272							4122													16			1879349793																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Alliance Renewed	323				666	571	228							3458													10			1879354001																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Ancients	300				456	391	156																	5330			10			1879358185																																						Wrists	LoMiRu	106		49	2	2			6,2	
Delicate Gold Armlet of the Doomfold	323				666	571	228																	7782			10			1879353993																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Expedition's Vanguard	330				730	626	250								11486												12			1879361835																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Faded Age	323				571	514	228																	6670			8			1879356949																																						Wrists	LoMiRu	115		49	4	2			5,6	
Delicate Gold Armlet of the Fallen Kings	300				456	391	156							2369													10			1879358148																																						Wrists	LoMiRu	106		49	2	2			6,2	
Delicate Gold Armlet of the Last Alliance	326				694	595	238							3601													10			1879348054																																						Wrists	LoMiRu	112		49	2	2			6,2	
Delicate Gold Armlet of the Old Kingdom	323				571	514	228											8413									8			1879356925																																						Wrists	LoMiRu	115		49	4	2			5,6	
Delicate Gold Armlet of the Pathfinder's Artifice	333				758	649	259								11917												16			1879360222																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Towers	326				694	595	238																	8101			10			1879348039																																						Wrists	LoMiRu	112		49	2	2			6,2	
Delicate Gold Armlet of the Vanguard's Bearing	333				758	649	259							3932													16			1879360237																																						Wrists	LoMiRu	115		49	2	2			6,2	
Delicate Gold Armlet of the Wyrm	337				794	681	272								12491												16			1879349446																																						Wrists	LoMiRu	115		49	2	2			6,2	
Dextrous Crossbow of the Doomfold	325			587	978									2538						6368										1879348933																																						Ranged	Hu			29	2	25			6	-0,2
Dextrous Gages of Mordor's Bane	330	5832		626	835		313																	6091			12			1879361718																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of T3 DPS	345	6925		743	867		520								7794												18			1879347544																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of T3 SUPPORT	345	6925		743	991		371																	7233			18			1879347581																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Abyss	337	6342		681	908		340																	6624			16			1879349914																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Alliance Renewed	323	5321		571	762		285																	5558			10			1879353937																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Ancients	300	3645		391	456		274								4102												10			1879358265																																						Hands	BuHuWa	106		5	2	3			6,2	
Dextrous Gages of the Doomfold	323	5321		571	666		400								5989												10			1879353943																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Expedition's Vanguard	330	5832		626	730		438								6564												12			1879361746																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Fallen Kings	300	3645		391	522		195																	3807			10			1879358225																																						Hands	BuHuWa	106		5	2	3			6,2	
Dextrous Gages of the Last Alliance	326	5540		595	793		297																	5787			10			1879347939																																						Hands	BuHuWa	112		5	2	3			6,2	
Dextrous Gages of the Pathfinder's Artifice	333	6050		649	758		454								6810												16			1879360149																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Towers	326	5540		595	694		416								6235												10			1879347988																																						Hands	BuHuWa	112		5	2	3			6,2	
Dextrous Gages of the Vanguard's Bearing	333	6050		649	866		324																	6320			16			1879360121																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gages of the Wyrm	337	6342		681	794		476								7138												16			1879349961																																						Hands	BuHuWa	115		5	2	3			6,2	
Dextrous Gold Bracelet of Mordor's Bane	330			626	835														4104				6091				12			1879361787																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of T3 DPS	345			743	867									2572	13640												18			1879347739																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of T3 SUPPORT	345			743	991														4874				7233				18			1879347744																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Abyss	337			681	908														4463				6624				16			1879349641																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Alliance Renewed	323			571	762														3745				5558				10			1879354000																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Ancients	300			391	456									1354	7179												10			1879358089																																						Wrists	BuHuWa	106		49	2	2			6,2	
Dextrous Gold Bracelet of the Doomfold	323			571	666									1976	10481												10			1879354027																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Expedition's Vanguard	330			626	730									2166	11486												12			1879361842																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Faded Age	323			514	571										8984	3330											8			1879356854																																						Wrists	BuHuWa	115		49	4	2			5,6	
Dextrous Gold Bracelet of the Fallen Kings	300			391	522														2565				3807				10			1879358147																																						Wrists	BuHuWa	106		49	2	2			6,2	
Dextrous Gold Bracelet of the Last Alliance	326			595	793														3899				5787				10			1879348080																																						Wrists	BuHuWa	112		49	2	2			6,2	
Dextrous Gold Bracelet of the Old Kingdom	323			514	666														2996				5558				8			1879356947																																						Wrists	BuHuWa	115		49	4	2			5,6	
Dextrous Gold Bracelet of the Pathfinder's Artifice	333			649	758									2247	11917												16			1879360236																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Towers	326			595	694									2057	10912												10			1879348096																																						Wrists	BuHuWa	112		49	2	2			6,2	
Dextrous Gold Bracelet of the Vanguard's Bearing	333			649	866														4258				6320				16			1879360224																																						Wrists	BuHuWa	115		49	2	2			6,2	
Dextrous Gold Bracelet of the Wyrm	337			681	794									2355	12491												16			1879349675																																						Wrists	BuHuWa	115		49	2	2			6,2	
Doomfold Riffler	324							1914	1644								8392													1879351225																																						Class	Ru	115		106	2	29	8192		4	
Doomfold Riffler of Hope	324							1914	1644								8392													1879351208																																						Class	Ru	115		106	2	29	8192		4	
Doomfold Riffler of Writs	324							1914	1644								8392													1879351207																																						Class	Ru	115		106	2	29	8192		4	
Double Axe of the Last Alliance	326		476		793		238															5787					2			1879352794																																						Melee	BeCaChGu	106		12	4	19			5,6	
Double Axe of the Towers	326		535		595		238							3086													2			1879352656																																						Melee	BeCaChGu	106		12	4	19			5,6	
Double-mail Hauberk of Mordor's Bane (2s):	330	12312	563		835																		6091				14			1879361022																																						Chest	Be	115		3	3	3		2	7	
Double-mail Hauberk of T3 DPS (2s):	345	14620	743		867										9743												20			1879347523																																						Chest	Be	115		3	3	3		2	7	
Double-mail Hauberk of T3 SUPPORT (2s):	345	14620	669		991																		7233				20			1879347588																																						Chest	Be	115		3	3	3		2	7	
Double-mail Hauberk of the Abyss (2s):	337	13389	613		908																		6624				18			1879350142																																						Chest	Be	115		3	3	3		2	7	
Double-mail Hauberk of the Ancients (2s):	300	7695	391		456										5128												10			1879358304																																						Chest	Be	106		3	3	3		2	7	
Double-mail Hauberk of the Expedition's Vanguard (2s):	330	12312	626		730										8204												14			1879361046																																						Chest	Be	115		3	3	3		2	7	
Double-mail Hauberk of the Fallen Kings (2s):	300	7695	352		522																		3807				10			1879358324																																						Chest	Be	106		3	3	3		2	7	
Double-mail Hauberk of the Last Alliance (2s):	326	11696	535		793																		5787				10			1879347997																																						Chest	Be	112		3	3	3		2	7	
Double-mail Hauberk of the Towers (2s):	326	11696	595		694										7794												10			1879347992																																						Chest	Be	112		3	3	3		2	7	
Double-mail Hauberk of the Wyrm (2s):	337	13389	681		794										8922												18			1879350135																																						Chest	Be	115		3	3	3		2	7	
Elegant Blade of Mordor's Bane	330				1044	563	313											11856									4			1879352472																									1,0%													Melee	LoMi	115		44	3	14			7	
Elegant Blade of the Expedition's Vanguard	330				835	689	313										7039										4			1879352646																									1,0%													Melee	LoMi	115		44	3	14			7	
Elegant Blade of the Last Alliance	326				991	535	297											11491									4			1879352557																									1,0%													Melee	LoMi	106		44	3	14			7	
Elegant Blade of the Towers	326				793	654	297										6822										4			1879352604																									1,0%													Melee	LoMi	106		44	3	14			7	
Emblem of the Ancients (1s):	300		352		391										5128												18			1879358432																																						Pocket	BeCaChGu	106		49	4	12		1	5,6	
Emblem of the Fallen Kings (1s):	300		313		522																		3046				18			1879358420																																						Pocket	BeCaChGu	106		49	4	12		1	5,6	
Emblem of the Last Alliance (1s):	326		476		793																		4629				18			1879348112																																						Pocket	BeCaChGu	112		49	4	12		1	5,6	
Emblem of the Towers (1s):	326		535		595										7794												18			1879348019																																						Pocket	BeCaChGu	112		49	4	12		1	5,6	
Embossed Mantle of Mordor's Bane (2s):	330	3283			730	626	313																				14			1879362166																																						Shoulders	LoMiRu	115		6	3	0		2	7	
Embossed Mantle of T3 DPS (2s):	345	3898			867	743											4907										20			1879347575																																						Shoulders	LoMiRu	115		6	3	0		2	7	
Embossed Mantle of T3 SUPPORT (2s):	345	3898			867	743	371																				20			1879347594																																						Shoulders	LoMiRu	115		6	3	0		2	7	
Embossed Mantle of the Abyss (2s):	337	3570			794	681	340																				18			1879350261																																						Shoulders	LoMiRu	115		6	3	0		2	7	
Embossed Mantle of the Ancients (2s):	300	2052			456	391											3384										10			1879358232																																						Shoulders	LoMiRu	106		6	3	0		2	7	
Embossed Mantle of the Expedition's Vanguard (2s):	330	3283			730	626											4399										14			1879362159																																						Shoulders	LoMiRu	115		6	3	0		2	7	
Embossed Mantle of the Fallen Kings (2s):	300	2052			456	391	195																				10			1879358317																																						Shoulders	LoMiRu	106		6	3	0		2	7	
Embossed Mantle of the Last Alliance (2s):	326	3119			694	595	297																				10			1879347953																																						Shoulders	LoMiRu	112		6	3	0		2	7	
Embossed Mantle of the Towers (2s):	326	3119			694	595											4264										10			1879347974																																						Shoulders	LoMiRu	112		6	3	0		2	7	
Embossed Mantle of the Wyrm (2s):	337	3570			794	681											4636										18			1879349974																																						Shoulders	LoMiRu	115		6	3	0		2	7	
Embroidered Heavy Cloak of Mordor's Bane (1s):	330	5472	501		939														4104	6792							14			1879362131																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Heavy Cloak of T3 DPS (1s):	345	6498	743		867									3215		4907											20			1879347613																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Heavy Cloak of T3 SUPPORT (1s):	345	6498	595		1115														4874	8066							20			1879347571																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Heavy Cloak of the Abyss (1s):	337	5950	544		1021														4463	7386							18			1879349973																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Heavy Cloak of the Ancients (1s):	300	3420	391		456									1692		3384											10			1879358261																																						Back	BeCaChGu	106		45	3	0		1	7	
Embroidered Heavy Cloak of the Expedition's Vanguard (1s):	330	5472	626		730									2707		4399											14			1879362161																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Heavy Cloak of the Fallen Kings (1s):	300	3420	313		587														2565	4245							10			1879358223																																						Back	BeCaChGu	106		45	3	0		1	7	
Embroidered Heavy Cloak of the Last Alliance (1s):	326	5198	476		892														3899	6452							10			1879347934																																						Back	BeCaChGu	112		45	3	0		1	7	
Embroidered Heavy Cloak of the Towers (1s):	326	5198	595		694									2572		4264											10			1879347851																																						Back	BeCaChGu	112		45	3	0		1	7	
Embroidered Heavy Cloak of the Wyrm (1s):	337	5950	681		794									2944		4636											18			1879349952																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Light Cloak of Mordor's Bane (1s):	330	5472			730	626								3249												4874	14			1879362158																																						Back	LoMiRu	115		45	3	0		1	7	
Embroidered Light Cloak of T3 DPS (1s):	345	6498			867	743								3858			3925										20			1879347528																																						Back	LoMiRu	115		45	3	0		1	7	
Embroidered Light Cloak of T3 SUPPORT (1s):	345	6498			867	743								3858												5788	20			1879347590																																						Back	LoMiRu	115		45	3	0		1	7	
Embroidered Light Cloak of the Abyss (1s):	337	5950			794	681								3533												5300	18			1879350042																																						Back	LoMiRu	115		45	3	0		1	7	
Embroidered Light Cloak of the Ancients (1s):	300	3420			456	391								2030			2707										10			1879358291																																						Back	LoMiRu	106		45	3	0		1	7	
Embroidered Light Cloak of the Expedition's Vanguard (1s):	330	5472			730	626								3249			3519										14			1879362134																																						Back	LoMiRu	115		45	3	0		1	7	
Embroidered Light Cloak of the Fallen Kings (1s):	300	3420			456	391								2030												3046	10			1879358230																																						Back	LoMiRu	106		45	3	0		1	7	
Embroidered Light Cloak of the Last Alliance (1s):	326	5198			694	595								3086												4630	10			1879347945																																						Back	LoMiRu	112		45	3	0		1	7	
Embroidered Light Cloak of the Towers (1s):	326	5198			694	595								3086			3411										10			1879347888																																						Back	LoMiRu	112		45	3	0		1	7	
Embroidered Light Cloak of the Wyrm (1s):	337	5950			794	681								3533			3709										18			1879350111																																						Back	LoMiRu	115		45	3	0		1	7	
Embroidered Mantle of Mordor's Bane (1s):	330	3168			730	626	375																				12			1879361736																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of T3 DPS (1s):	345	3762			867	743											5888										18			1879347563																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of T3 SUPPORT (1s):	345	3762			867	743	446																				18			1879347604																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Abyss (1s):	337	3445			794	681	408																				16			1879350208																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Alliance Renewed (1s):	323	2890			666	571	342																				10			1879353903																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Ancients (1s):	300	1980			456	391											4061										10			1879358277																																						Shoulders	LoMiRu	106		6	2	0		1	6,2	
Embroidered Mantle of the Doomfold (1s):	323	2890			666	571											4995										10			1879353944																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Expedition's Vanguard (1s):	330	3168			730	626											5279										12			1879361696																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Fallen Kings (1s):	300	1980			456	391	234																				10			1879358242																																						Shoulders	LoMiRu	106		6	2	0		1	6,2	
Embroidered Mantle of the Last Alliance (1s):	326	3009			694	595	357																				10			1879347966																																						Shoulders	LoMiRu	112		6	2	0		1	6,2	
Embroidered Mantle of the Pathfinder's Artifice (1s):	333	3286			758	649											5401										16			1879360143																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Towers (1s):	326	3009			694	595											5117										10			1879348001																																						Shoulders	LoMiRu	112		6	2	0		1	6,2	
Embroidered Mantle of the Vanguard's Bearing (1s):	333	3286			758	649	389																				16			1879360122																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Mantle of the Wyrm (1s):	337	3445			794	681											5563										16			1879349933																																						Shoulders	LoMiRu	115		6	2	0		1	6,2	
Embroidered Silk Cloak of Mordor's Bane (1s):	330	5472		563	835															6792				6091			14			1879362163																																						Back	BuHuWa	115		45	3	0		1	7	
Embroidered Silk Cloak of T3 DPS (1s):	345	6498		743	867									3858		3925											20			1879347605																																						Back	BuHuWa	115		45	3	0		1	7	
Embroidered Silk Cloak of T3 SUPPORT (1s):	345	6498		669	991															8066				7233			20			1879347584																																						Back	BuHuWa	115		45	3	0		1	7	
Embroidered Silk Cloak of the Abyss (1s):	337	5950		613	908															7386				6624			18			1879350170																																						Back	BuHuWa	115		45	3	0		1	7	
Embroidered Silk Cloak of the Ancients (1s):	300	3420		391	456									2030		2707											10			1879358254																																						Back	BuHuWa	106		45	3	0		1	7	
Embroidered Silk Cloak of the Expedition's Vanguard (1s):	330	5472		626	730									3249		3519											14			1879362150																																						Back	BuHuWa	115		45	3	0		1	7	
Embroidered Silk Cloak of the Fallen Kings (1s):	300	3420		352	522															4245				3807			10			1879358281																																						Back	BuHuWa	106		45	3	0		1	7	
Embroidered Silk Cloak of the Last Alliance (1s):	326	5198		535	793															6452				5787			10			1879348011																																						Back	BuHuWa	112		45	3	0		1	7	
Embroidered Silk Cloak of the Towers (1s):	326	5198		595	694									3086		3411											10			1879347995																																						Back	BuHuWa	112		45	3	0		1	7	
Embroidered Silk Cloak of the Wyrm (1s):	337	5950		681	794									3533		3709											18			1879350011																																						Back	BuHuWa	115		45	3	0		1	7	
Embroidered Wool Cloak of Mordor's Bane (1s):	330	5472	563		939															6792				4873			14			1879362123																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Wool Cloak of T3 DPS (1s):	345	6498	743		867									3858		3925											20			1879347595																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Wool Cloak of T3 SUPPORT (1s):	345	6498	669		1115															8066				5787			20			1879347562																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Wool Cloak of the Abyss (1s):	337	5950	613		1021															7386				5299			18			1879350019																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Wool Cloak of the Ancients (1s):	300	3420	391		456									2030		2707											10			1879358308																																						Back	BeCaChGu	106		45	3	0		1	7	
Embroidered Wool Cloak of the Expedition's Vanguard (1s):	330	5472	626		730									3249		3519											14			1879362127																																						Back	BeCaChGu	115		45	3	0		1	7	
Embroidered Wool Cloak of the Fallen Kings (1s):	300	3420	352		587															4245				3046			10			1879358264																																						Back	BeCaChGu	106		45	3	0		1	7	
Embroidered Wool Cloak of the Last Alliance (1s):	326	5198	535		892															6452				4629			10			1879347935																																						Back	BeCaChGu	112		45	3	0		1	7	
Embroidered Wool Cloak of the Towers (1s):	326	5198	595		694									3086		3411											10			1879347931																																						Back	BeCaChGu	112		45	3	0		1	7	
Embroidered Wool Cloak of the Wyrm (1s):	337	5950	681		794									3533		3709											18			1879350257																																						Back	BeCaChGu	115		45	3	0		1	7	
Enduring Iron Bracelet of Mordor's Bane	330		626		1148														4925					6091			14			1879362183																																						Wrists	BeCaChGu	115		49	3	2			7	
Enduring Iron Bracelet of T3 DPS	345		818		991		595								9743												20			1879347675																																						Wrists	BeCaChGu	115		49	3	2			7	
Enduring Iron Bracelet of T3 SUPPORT	345		743		1363														5848					7233			20			1879347640																																						Wrists	BeCaChGu	115		49	3	2			7	
Enduring Iron Bracelet of the Abyss	337		681		1248														5356					6624			18			1879349610																																						Wrists	BeCaChGu	115		49	3	2			7	
Enduring Iron Bracelet of the Ancients	300		430		522		313								5128												10			1879358212																																						Wrists	BeCaChGu	106		49	3	2			7	
Enduring Iron Bracelet of the Expedition's Vanguard	330		689		835		501								8204												14			1879362225																																						Wrists	BeCaChGu	115		49	3	2			7	
Enduring Iron Bracelet of the Fallen Kings	300		391		717														3078					3807			10			1879358170																																						Wrists	BeCaChGu	106		49	3	2			7	
Enduring Iron Bracelet of the Last Alliance	326		595		1090														4679					5787			10			1879348072																																						Wrists	BeCaChGu	112		49	3	2			7	
Enduring Iron Bracelet of the Towers	326		654		793		476								7794												10			1879348195																																						Wrists	BeCaChGu	112		49	3	2			7	
Enduring Iron Bracelet of the Wyrm	337		749		908		544								8922												18			1879349566																																						Wrists	BeCaChGu	115		49	3	2			7	
Enduring Leggings of Mordor's Bane	330	9720	626		939															5434				6091			12			1879361743																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of T3 DPS	345	12825	743		867		520							2572													18			1879347530																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of T3 SUPPORT	345	12825	743		1115															6452				7233			18			1879347616																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Abyss	337	10570	681		1021															5909				6624			16			1879350285																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Alliance Renewed	323	9855	571		857															4958				5558			10			1879353896																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Ancients	300	6750	391		456		274							1354													10			1879358252																																						Legs	Be	106		15	2	3			6,2	
Enduring Leggings of the Doomfold	323	9855	571		666		400							1976													10			1879353928																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Expedition's Vanguard	330	9720	626		730		438							2166													12			1879361681																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Fallen Kings	300	6750	391		587															3396				3807			10			1879358256																																						Legs	Be	106		15	2	3			6,2	
Enduring Leggings of the Last Alliance	326	10260	595		892															5162				5787			10			1879347903																																						Legs	Be	112		15	2	3			6,2	
Enduring Leggings of the Pathfinder's Artifice	333	10084	649		758		454							2247													16			1879360125																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Towers	326	10260	595		694		416							2057													10			1879347924																																						Legs	Be	112		15	2	3			6,2	
Enduring Leggings of the Vanguard's Bearing	333	10084	649		974															5637				6320			16			1879360126																																						Legs	Be	115		15	2	3			6,2	
Enduring Leggings of the Wyrm	337	10570	681		794		476							2355													16			1879350088																																						Legs	Be	115		15	2	3			6,2	
Engraved Pauldrons of Mordor's Bane (2s):	330	4104	501		939																	6091					14			1879362126																																						Shoulders	CaChGu	115		6	3	13		2	7	
Engraved Pauldrons of T3 DPS (2s):	345	4873	743		867											4907											20			1879347578																																						Shoulders	CaChGu	115		6	3	13		2	7	
Engraved Pauldrons of T3 SUPPORT (2s):	345	4873	595		1115																	7233					20			1879347541																																						Shoulders	CaChGu	115		6	3	13		2	7	
Engraved Pauldrons of the Abyss (2s):	337	4463	544		1021																	6624					18			1879349980																																						Shoulders	CaChGu	115		6	3	13		2	7	
Engraved Pauldrons of the Ancients (2s):	300	2565	391		456											3384											10			1879358298																																						Shoulders	CaChGu	106		6	3	13		2	7	
Engraved Pauldrons of the Expedition's Vanguard (2s):	330	4104	626		730											4399											14			1879362143																																						Shoulders	CaChGu	115		6	3	13		2	7	
Engraved Pauldrons of the Fallen Kings (2s):	300	2565	313		587																	3807					10			1879358275																																						Shoulders	CaChGu	106		6	3	13		2	7	
Engraved Pauldrons of the Last Alliance (2s):	326	3898	476		892																	5787					10			1879347881																																						Shoulders	CaChGu	112		6	3	13		2	7	
Engraved Pauldrons of the Towers (2s):	326	3898	595		694											4264											10			1879347971																																						Shoulders	CaChGu	112		6	3	13		2	7	
Engraved Pauldrons of the Wyrm (2s):	337	4463	681		794											4636											18			1879350024																																						Shoulders	CaChGu	115		6	3	13		2	7	
Expedition Bagpipes	323							1889	1621																					1879349047																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Bagpipes of Conservation	323							1889	1621																					1879349064																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Bagpipes of Harmony	323							1889	1621																					1879348996																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Bagpipes of Resolve	323							1889	1621																					1879348960																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Bagpipes of the Battle-singer	323							1889	1621																					1879349037																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Bagpipes of the Wary Watcher	323							1889	1621																					1879349010																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Clarinet	323							1889	1621																					1879349023																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Clarinet of Conservation	323							1889	1621																					1879348990																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Clarinet of Harmony	323							1889	1621																					1879349057																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Clarinet of Resolve	323							1889	1621																					1879349000																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Clarinet of the Battle-singer	323							1889	1621																					1879348966																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Clarinet of the Wary Watcher	323							1889	1621																					1879348952																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Cowbell	323							1889	1621																					1879348970																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Cowbell of Conservation	323							1889	1621																					1879349046																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Cowbell of Harmony	323							1889	1621																					1879348979																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Cowbell of Resolve	323							1889	1621																					1879349032																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Cowbell of the Battle-singer	323							1889	1621																					1879349020																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Cowbell of the Wary Watcher	323							1889	1621																					1879348968																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Drum	323							1889	1621																					1879349002																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Drum of Conservation	323							1889	1621																					1879348986																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Drum of Harmony	323							1889	1621																					1879349041																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Drum of Resolve	323							1889	1621																					1879348974																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Drum of the Battle-singer	323							1889	1621																					1879348965																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Drum of the Wary Watcher	323							1889	1621																					1879349029																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Flute	323							1889	1621																					1879349022																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Flute of Conservation	323							1889	1621																					1879349031																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Flute of Harmony	323							1889	1621																					1879348978																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Flute of Resolve	323							1889	1621																					1879349019																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Flute of the Battle-singer	323							1889	1621																					1879349005																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Flute of the Wary Watcher	323							1889	1621																					1879348967																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Harp	323							1889	1621																					1879349015																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Harp of Conservation	323							1889	1621																					1879348964																																						Instrument	Mi	115		11	2	29	1024		2	
