	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Lacquered Mantle of the Ithilien Captain (4s):	246	=CALCSLICE("ArmHST";B127)	=CALCSLICE("Might";B127;0,8)					=CALCSLICE("Morale";B127;0,6)																																																										Shoulders	CaChGu
Greater Pauldrons of the Honed Blade (4s):	234	=CALCSLICE("ArmHST";B128)	=CALCSLICE("Might";B128;0,8)					=CALCSLICE("Morale";B128;0,6)																																																										Shoulders	Gu
Greater Pauldrons of the Martial Defender (4s):	234	=CALCSLICE("ArmHST";B129)	=CALCSLICE("Might";B129;0,8)					=CALCSLICE("Morale";B129;0,6)																																																										Shoulders	Ch
Greater Pauldrons of the Resolute Leader (4s):	234	=CALCSLICE("ArmHST";B130)	=CALCSLICE("Might";B130;0,8)					=CALCSLICE("Morale";B130;0,6)																																																										Shoulders	Ca
Greater Pauldrons of the Shadow-bane (4s):	234	=CALCSLICE("ArmHST";B131)	=CALCSLICE("Might";B131;0,8)					=CALCSLICE("Morale";B131;0,6)																																																										Shoulders	Gu
Greater Pauldrons of the Siege-breaker (4s):	234	=CALCSLICE("ArmHST";B132)	=CALCSLICE("Might";B132;0,8)					=CALCSLICE("Morale";B132;0,6)																																																										Shoulders	Ch
Greater Pauldrons of the Steadfast Renewer (4s):	234	=CALCSLICE("ArmHST";B133)	=CALCSLICE("Might";B133;0,8)					=CALCSLICE("Morale";B133;0,6)																																																										Shoulders	Ca
Greater Pauldrons of the Storm-bringer (4s):	234	=CALCSLICE("ArmHST";B134)	=CALCSLICE("Might";B134;0,8)					=CALCSLICE("Morale";B134;0,6)																																																										Shoulders	Ch
Greater Pauldrons of the Unwavering Charge (4s):	234	=CALCSLICE("ArmHST";B135)	=CALCSLICE("Might";B135;0,8)					=CALCSLICE("Morale";B135;0,6)																																																										Shoulders	Ca
Greater Pauldrons of the Unyielding Defender (4s):	234	=CALCSLICE("ArmHST";B136)	=CALCSLICE("Might";B136;0,8)					=CALCSLICE("Morale";B136;0,6)																																																										Shoulders	Gu
Pauldrons of the Honed Blade (4s):	222	=CALCSLICE("ArmHST";B137)	=CALCSLICE("Might";B137;0,8)					=CALCSLICE("Morale";B137;0,6)																																																										Shoulders	Gu
Pauldrons of the Martial Defender (4s):	222	=CALCSLICE("ArmHST";B138)	=CALCSLICE("Might";B138;0,8)					=CALCSLICE("Morale";B138;0,6)																																																										Shoulders	Ch
Pauldrons of the Resolute Leader (4s):	222	=CALCSLICE("ArmHST";B139)	=CALCSLICE("Might";B139;0,8)					=CALCSLICE("Morale";B139;0,6)																																																										Shoulders	Ca
Pauldrons of the Shadow-bane (4s):	222	=CALCSLICE("ArmHST";B140)	=CALCSLICE("Might";B140;0,8)					=CALCSLICE("Morale";B140;0,6)																																																										Shoulders	Gu
Pauldrons of the Siege-breaker (4s):	222	=CALCSLICE("ArmHST";B141)	=CALCSLICE("Might";B141;0,8)					=CALCSLICE("Morale";B141;0,6)																																																										Shoulders	Ch
Pauldrons of the Steadfast Renewer (4s):	222	=CALCSLICE("ArmHST";B142)	=CALCSLICE("Might";B142;0,8)					=CALCSLICE("Morale";B142;0,6)																																																										Shoulders	Ca
Pauldrons of the Storm-bringer (4s):	222	=CALCSLICE("ArmHST";B143)	=CALCSLICE("Might";B143;0,8)					=CALCSLICE("Morale";B143;0,6)																																																										Shoulders	Ch
Pauldrons of the Unwavering Charge (4s):	222	=CALCSLICE("ArmHST";B144)	=CALCSLICE("Might";B144;0,8)					=CALCSLICE("Morale";B144;0,6)																																																										Shoulders	Ca
Pauldrons of the Unyielding Defender (4s):	222	=CALCSLICE("ArmHST";B145)	=CALCSLICE("Might";B145;0,8)					=CALCSLICE("Morale";B145;0,6)																																																										Shoulders	Gu
Battle-commander's Shoulders (4s):	222	=CALCSLICE("ArmHST";B146)	=CALCSLICE("Might";B146;0,8)					=CALCSLICE("Morale";B146;0,6)																																																										Shoulders	Ca
Orc-carver's Shoulders (4s):	222	=CALCSLICE("ArmHST";B147)	=CALCSLICE("Might";B147;0,8)					=CALCSLICE("Morale";B147;0,6)																																																										Shoulders	Ch
Shoulders of the Rampart (4s):	222	=CALCSLICE("ArmHST";B148)	=CALCSLICE("Might";B148;0,8)					=CALCSLICE("Morale";B148;0,6)																																																										Shoulders	Gu
Ancient Rift-defender's Shoulders (2s):	222	=CALCSLICE("ArmHST";B149)	=CALCSLICE("Might";B149;2)					=CALCSLICE("Morale";B149;1)														=CALCSLICE("Parry";B149;0,4)			=CALCSLICE("TacMit";B149;0,8)																																									Shoulders	Gu
Ancient Shoulders of the Gloom-bane (2s):	222	=CALCSLICE("ArmHST";B150)	=CALCSLICE("Might";B150;2)					=CALCSLICE("Morale";B150;1)														=CALCSLICE("Parry";B150;0,4)			=CALCSLICE("TacMit";B150;0,8)																																									Shoulders	Ch
Ancient Shoulders of the North Star (2s):	222	=CALCSLICE("ArmHST";B151)	=CALCSLICE("Might";B151;2)					=CALCSLICE("Morale";B151;1)														=CALCSLICE("Parry";B151;0,4)			=CALCSLICE("TacMit";B151;0,8)																																									Shoulders	Ca
Fine Mathom-hunter's Pauldrons (105)	207	1145	279		186		279																																																										
Mathom-hunter's Pauldrons (105)	207	1088	279		186		186																																																										
Exemplary Shoulders of the Anórien Fields (3s):	204	=CALCSLICE("ArmHST";B154)	=CALCSLICE("Might";B154;1,4)					=CALCSLICE("Morale";B154;1,4)																																																										Shoulders	CaChGu
Anórien War Pauldrons (3s):	201	=CALCSLICE("ArmHST";B155)					=CALCSLICE("Fate";B155;1)	=CALCSLICE("Morale";B155;1,8)																																																										Shoulders	CaChGu
Shoulderpads of the Osgiliath Berserker	201	=CALCSLICE("ArmHST";B156)	=CALCSLICE("Might";B156;4)		=CALCSLICE("Vitality";B156;1)		=CALCSLICE("Fate";B156;1)							=CALCSLICE("CritHit";B156;1)																																																					
Shoulderpads of the Osgiliath Blade	201	=CALCSLICE("ArmHST";B157)	=CALCSLICE("Might";B157;4)		=CALCSLICE("Vitality";B157;1)		=CALCSLICE("Fate";B157;1)							=CALCSLICE("CritHit";B157;1)																																																					
Shoulderpads of the Osgiliath Champion	201	=CALCSLICE("ArmHST";B158)	=CALCSLICE("Might";B158;1)		=CALCSLICE("Vitality";B158;4)															=CALCSLICE("InHeal";B158;1)					=CALCSLICE("TacMit";B158;1)																																										
Shoulderpads of the Osgiliath Charge	201	=CALCSLICE("ArmHST";B159)	=CALCSLICE("Might";B159;4)		=CALCSLICE("Vitality";B159;1)		=CALCSLICE("Fate";B159;1)							=CALCSLICE("CritHit";B159;1)																																																					
Shoulderpads of the Osgiliath Defender	201	=CALCSLICE("ArmHST";B160)	=CALCSLICE("Might";B160;1)		=CALCSLICE("Vitality";B160;4)		=CALCSLICE("Fate";B160;1)																		=CALCSLICE("TacMit";B160;1)																																										
Shoulderpads of the Osgiliath Healer	201	=CALCSLICE("ArmHST";B161)	=CALCSLICE("Might";B161;4)		=CALCSLICE("Vitality";B161;1)		=CALCSLICE("Fate";B161;1)							=CALCSLICE("CritHit";B161;1)																																																					
Shoulderpads of the Osgiliath Leader	201	=CALCSLICE("ArmHST";B162)	=CALCSLICE("Might";B162;1)		=CALCSLICE("Vitality";B162;4)																		=CALCSLICE("Evade";B162;1)		=CALCSLICE("TacMit";B162;1)																																										
Shoulderpads of the Osgiliath Shadow-fighter	201	=CALCSLICE("ArmHST";B163)	=CALCSLICE("Might";B163;1)		=CALCSLICE("Vitality";B163;4)																		=CALCSLICE("Evade";B163;1)		=CALCSLICE("TacMit";B163;1)																																										
Shoulderpads of the Osgiliath Storm	201	=CALCSLICE("ArmHST";B164)	=CALCSLICE("Might";B164;4)		=CALCSLICE("Vitality";B164;1)									=CALCSLICE("CritHit";B164;1)		=CALCSLICE("PhyMas";B164;1)																																																			
Pauldrons of Faramir's Faithful (5s):	201	=CALCSLICE("ArmHST";B165)																																																																Shoulders	CaChGu
Pauldrons of the Coastal Bulwark	192	=CALCSLICE("ArmHST";B166)	=CALCSLICE("Might";B166;2,8)		=CALCSLICE("Vitality";B166;2,4)		=CALCSLICE("Fate";B166;1)																		=CALCSLICE("TacMit";B166;0,8)																																										
Pauldrons of the Sea Reaver	192	=CALCSLICE("ArmHST";B167)	=CALCSLICE("Might";B167;2,8)		=CALCSLICE("Vitality";B167;2,4)		=CALCSLICE("Fate";B167;1)							=CALCSLICE("CritHit";B167;0,8)																																																					
Pauldrons of the Watchman	192	=CALCSLICE("ArmHST";B168)	=CALCSLICE("Might";B168;2,8)		=CALCSLICE("Vitality";B168;2,4)		=CALCSLICE("Fate";B168;1)							=CALCSLICE("CritHit";B168;0,8)																																																					
Heavy Nadhin Shoulders (4s):	192	=CALCSLICE("ArmHST";B169)	=CALCSLICE("Might";B169;1,4)																																																															Shoulders	CaChGu
Sardhranc	192	=CALCSLICE("ArmHST";B170)	=CALCSLICE("Might";B170;2)		=CALCSLICE("Vitality";B170;2)										=CALCSLICE("Finesse";B170;1)	=CALCSLICE("PhyMas";B170;1)							=CALCSLICE("Evade";B170;2)																																												
Godhranc	192	=CALCSLICE("ArmHST";B171)	=CALCSLICE("Might";B171;2)											=CALCSLICE("CritHit";B171;1)		=CALCSLICE("PhyMas";B171;2)							=CALCSLICE("Evade";B171;2)																																												
Arnorian Noble's Spaulders	192	=CALCSLICE("ArmHST";B172)	=CALCSLICE("Might";B172;2,8)		=CALCSLICE("Vitality";B172;2,4)									=CALCSLICE("CritHit";B172;0,8)		=CALCSLICE("PhyMas";B172;1)																																																			
Commanding Ancient Pauldrons of the Onodrim	188	=CALCSLICE("ArmHSG";B173)	=CALCSLICE("Might";B173;3,2)		=CALCSLICE("Vitality";B173;2,8)		=CALCSLICE("Fate";B173;1,6)								=CALCSLICE("Finesse";B173;0,4)																																																				
Strong Ancient Pauldrons of the Onodrim	188	=CALCSLICE("ArmHSG";B174)	=CALCSLICE("Might";B174;3,2)		=CALCSLICE("Vitality";B174;2,8)									=CALCSLICE("CritHit";B174;1)		=CALCSLICE("PhyMas";B174;1)																																																			
Protective Ancient Pauldrons of the Onodrim	188	=CALCSLICE("ArmHSG";B175)	=CALCSLICE("Might";B175;2,8)		=CALCSLICE("Vitality";B175;3,2)		=CALCSLICE("Fate";B175;1,6)												=CALCSLICE("CritDef";B175;0,4)																																																
Commanding Pauldrons of the Onodrim	188	=CALCSLICE("ArmHST";B176)	=CALCSLICE("Might";B176;2,8)		=CALCSLICE("Vitality";B176;2,4)		=CALCSLICE("Fate";B176;1,6)								=CALCSLICE("Finesse";B176;0,2)																																																				
Strong Pauldrons of the Onodrim	188	=CALCSLICE("ArmHST";B177)	=CALCSLICE("Might";B177;2,8)		=CALCSLICE("Vitality";B177;2,4)									=CALCSLICE("CritHit";B177;1)		=CALCSLICE("PhyMas";B177;0,8)																																																			
Protective Pauldrons of the Onodrim	188	=CALCSLICE("ArmHST";B178)	=CALCSLICE("Might";B178;2,4)		=CALCSLICE("Vitality";B178;2,8)		=CALCSLICE("Fate";B178;1,6)												=CALCSLICE("CritDef";B178;0,2)																																																
Potent Fangorn Pauldrons of Valour	182	=CALCSLICE("ArmHST";B179)	=CALCSLICE("Might";B179;2,8)		=CALCSLICE("Vitality";B179;2,4)		=CALCSLICE("Fate";B179;1,6)									=CALCSLICE("PhyMas";B179;0,2)																																																			
Potent Fangorn Pauldrons of Command	182	=CALCSLICE("ArmHST";B180)	=CALCSLICE("Might";B180;2,8)		=CALCSLICE("Vitality";B180;2,4)		=CALCSLICE("Fate";B180;1,6)							=CALCSLICE("CritHit";B180;0,2)																																																					
Potent Fangorn Pauldrons of Defence	182	=CALCSLICE("ArmHST";B181)	=CALCSLICE("Might";B181;2,4)		=CALCSLICE("Vitality";B181;2,8)		=CALCSLICE("Fate";B181;1)												=CALCSLICE("CritDef";B181;0,2)				=CALCSLICE("Evade";B181;0,6)																																												
Heavy Nadhin Shoulders (3s):	182	=CALCSLICE("ArmHSP";B182)	=CALCSLICE("Might";B182;1,8)																																																															Shoulders	CaChGu
Valiant War Pauldrons of the Deep	176	=CALCSLICE("ArmHST";B183)	=CALCSLICE("Might";B183;2,8)		=CALCSLICE("Vitality";B183;2,4)		=CALCSLICE("Fate";B183;1,6)								=CALCSLICE("Finesse";B183;0,2)																																																				
Lárowarmas	176	=CALCSLICE("ArmHST";B184)	=CALCSLICE("Might";B184;2,8)		=CALCSLICE("Vitality";B184;2,4)		=CALCSLICE("Fate";B184;1,2)							=CALCSLICE("CritHit";B184;0,6)																																																					
Forceful War Pauldrons of the Deep	176	=CALCSLICE("ArmHST";B185)	=CALCSLICE("Might";B185;2,8)		=CALCSLICE("Vitality";B185;2,4)		=CALCSLICE("Fate";B185;1)								=CALCSLICE("Finesse";B185;0,2)	=CALCSLICE("PhyMas";B185;0,6)																																																			
Commanding War Pauldrons of the Deep	176	=CALCSLICE("ArmHST";B186)	=CALCSLICE("Might";B186;2,8)		=CALCSLICE("Vitality";B186;2,4)									=CALCSLICE("CritHit";B186;0,8)	=CALCSLICE("Finesse";B186;0,2)	=CALCSLICE("PhyMas";B186;0,8)																																																			
Defensive War Pauldrons of the Deep	176	=CALCSLICE("ArmHST";B187)	=CALCSLICE("Might";B187;2,4)		=CALCSLICE("Vitality";B187;2,8)		=CALCSLICE("Fate";B187;1)												=CALCSLICE("CritDef";B187;0,8)																																																
Stalwart War Pauldrons of the Deep	176	=CALCSLICE("ArmHST";B188)	=CALCSLICE("Might";B188;2,4)		=CALCSLICE("Vitality";B188;2,8)														=CALCSLICE("CritDef";B188;0,2)			=CALCSLICE("Parry";B188;0,8)	=CALCSLICE("Evade";B188;0,8)																																												
Potent Great River Pauldrons of Endurance	84	=CALCSLICE("ArmHST";B189)	=CALCSLICE("Might";B189;2)		=CALCSLICE("Vitality";B189;2)															=CALCSLICE("InHeal";B189;1)			=CALCSLICE("Evade";B189;1)		=CALCSLICE("TacMit";B189;1)																																										
Chest																																																																			
Honed Blade's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B191)	=CALCSLICE("Might";B191;0,8)					=CALCSLICE("Morale";B191;0,6)																																																										Chest	Gu
Martial Defender's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B192)	=CALCSLICE("Might";B192;0,8)					=CALCSLICE("Morale";B192;0,6)																																																										Chest	Ch
Resolute Leader's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B193)	=CALCSLICE("Might";B193;0,8)					=CALCSLICE("Morale";B193;0,6)																																																										Chest	Ca
Shadow-bane's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B194)	=CALCSLICE("Might";B194;0,8)					=CALCSLICE("Morale";B194;0,6)																																																										Chest	Gu
Siege-breaker's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B195)	=CALCSLICE("Might";B195;0,8)					=CALCSLICE("Morale";B195;0,6)																																																										Chest	Ch
Steadfast Renewer's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B196)	=CALCSLICE("Might";B196;0,8)					=CALCSLICE("Morale";B196;0,6)																																																										Chest	Ca
Storm-bringer's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B197)	=CALCSLICE("Might";B197;0,8)					=CALCSLICE("Morale";B197;0,6)																																																										Chest	Ch
Unwavering Charger's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B198)	=CALCSLICE("Might";B198;0,8)					=CALCSLICE("Morale";B198;0,6)																																																										Chest	Ca
Unyielding Defender's Breastplate of the Morannon (4s):	282	=CALCSLICE("ArmHCT";B199)	=CALCSLICE("Might";B199;0,8)					=CALCSLICE("Morale";B199;0,6)																																																										Chest	Gu
Supreme Breastplate of the Honed Blade (4s):	258	=CALCSLICE("ArmHCT";B200)	=CALCSLICE("Might";B200;0,8)					=CALCSLICE("Morale";B200;0,6)																																																										Chest	Gu
Supreme Breastplate of the Martial Defender (4s):	258	=CALCSLICE("ArmHCT";B201)	=CALCSLICE("Might";B201;0,8)					=CALCSLICE("Morale";B201;0,6)																																																										Chest	Ch
Supreme Breastplate of the Resolute Leader (4s):	258	=CALCSLICE("ArmHCT";B202)	=CALCSLICE("Might";B202;0,8)					=CALCSLICE("Morale";B202;0,6)																																																										Chest	Ca
Supreme Breastplate of the Shadow-bane (4s):	258	=CALCSLICE("ArmHCT";B203)	=CALCSLICE("Might";B203;0,8)					=CALCSLICE("Morale";B203;0,6)																																																										Chest	Gu
Supreme Breastplate of the Siege-breaker (4s):	258	=CALCSLICE("ArmHCT";B204)	=CALCSLICE("Might";B204;0,8)					=CALCSLICE("Morale";B204;0,6)																																																										Chest	Ch
Supreme Breastplate of the Steadfast Renewer (4s):	258	=CALCSLICE("ArmHCT";B205)	=CALCSLICE("Might";B205;0,8)					=CALCSLICE("Morale";B205;0,6)																																																										Chest	Ca
Supreme Breastplate of the Storm-bringer (4s):	258	=CALCSLICE("ArmHCT";B206)	=CALCSLICE("Might";B206;0,8)					=CALCSLICE("Morale";B206;0,6)																																																										Chest	Ch
Supreme Breastplate of the Unwavering Charge (4s):	258	=CALCSLICE("ArmHCT";B207)	=CALCSLICE("Might";B207;0,8)					=CALCSLICE("Morale";B207;0,6)																																																										Chest	Ca
Supreme Breastplate of the Unyielding Defender (4s):	258	=CALCSLICE("ArmHCT";B208)	=CALCSLICE("Might";B208;0,8)					=CALCSLICE("Morale";B208;0,6)																																																										Chest	Gu
Lacquered Chestplate of the Ithilien Captain (4s):	246	=CALCSLICE("ArmHCT";B209)	=CALCSLICE("Might";B209;0,8)					=CALCSLICE("Morale";B209;0,6)																																																										Chest	CaChGu
Greater Breastplate of the Honed Blade (4s):	234	=CALCSLICE("ArmHCT";B210)	=CALCSLICE("Might";B210;0,8)					=CALCSLICE("Morale";B210;0,6)																																																										Chest	Gu
Greater Breastplate of the Martial Defender (4s):	234	=CALCSLICE("ArmHCT";B211)	=CALCSLICE("Might";B211;0,8)					=CALCSLICE("Morale";B211;0,6)																																																										Chest	Ch
Greater Breastplate of the Resolute Leader (4s):	234	=CALCSLICE("ArmHCT";B212)	=CALCSLICE("Might";B212;0,8)					=CALCSLICE("Morale";B212;0,6)																																																										Chest	Ca
Greater Breastplate of the Shadow-bane (4s):	234	=CALCSLICE("ArmHCT";B213)	=CALCSLICE("Might";B213;0,8)					=CALCSLICE("Morale";B213;0,6)																																																										Chest	Gu
Greater Breastplate of the Siege-breaker (4s):	234	=CALCSLICE("ArmHCT";B214)	=CALCSLICE("Might";B214;0,8)					=CALCSLICE("Morale";B214;0,6)																																																										Chest	Ch
Greater Breastplate of the Steadfast Renewer (4s):	234	=CALCSLICE("ArmHCT";B215)	=CALCSLICE("Might";B215;0,8)					=CALCSLICE("Morale";B215;0,6)																																																										Chest	Ca
Greater Breastplate of the Storm-bringer (4s):	234	=CALCSLICE("ArmHCT";B216)	=CALCSLICE("Might";B216;0,8)					=CALCSLICE("Morale";B216;0,6)																																																										Chest	Ch
Greater Breastplate of the Unwavering Charge (4s):	234	=CALCSLICE("ArmHCT";B217)	=CALCSLICE("Might";B217;0,8)					=CALCSLICE("Morale";B217;0,6)																																																										Chest	Ca
Greater Breastplate of the Unyielding Defender (4s):	234	=CALCSLICE("ArmHCT";B218)	=CALCSLICE("Might";B218;0,8)					=CALCSLICE("Morale";B218;0,6)																																																										Chest	Gu
Breastplate of the Honed Blade (4s):	222	=CALCSLICE("ArmHCT";B219)	=CALCSLICE("Might";B219;0,8)					=CALCSLICE("Morale";B219;0,6)																																																										Chest	Gu
Breastplate of the Martial Defender (4s):	222	=CALCSLICE("ArmHCT";B220)	=CALCSLICE("Might";B220;0,8)					=CALCSLICE("Morale";B220;0,6)																																																										Chest	Ch
Breastplate of the Resolute Leader (4s):	222	=CALCSLICE("ArmHCT";B221)	=CALCSLICE("Might";B221;0,8)					=CALCSLICE("Morale";B221;0,6)																																																										Chest	Ca
Breastplate of the Shadow-bane (4s):	222	=CALCSLICE("ArmHCT";B222)	=CALCSLICE("Might";B222;0,8)					=CALCSLICE("Morale";B222;0,6)																																																										Chest	Gu
Breastplate of the Siege-breaker (4s):	222	=CALCSLICE("ArmHCT";B223)	=CALCSLICE("Might";B223;0,8)					=CALCSLICE("Morale";B223;0,6)																																																										Chest	Ch
Breastplate of the Steadfast Renewer (4s):	222	=CALCSLICE("ArmHCT";B224)	=CALCSLICE("Might";B224;0,8)					=CALCSLICE("Morale";B224;0,6)																																																										Chest	Ca
Breastplate of the Storm-bringer (4s):	222	=CALCSLICE("ArmHCT";B225)	=CALCSLICE("Might";B225;0,8)					=CALCSLICE("Morale";B225;0,6)																																																										Chest	Ch
Breastplate of the Unwavering Charge (4s):	222	=CALCSLICE("ArmHCT";B226)	=CALCSLICE("Might";B226;0,8)					=CALCSLICE("Morale";B226;0,6)																																																										Chest	Ca
Breastplate of the Unyielding Defender (4s):	222	=CALCSLICE("ArmHCT";B227)	=CALCSLICE("Might";B227;0,8)					=CALCSLICE("Morale";B227;0,6)																																																										Chest	Gu
Battle-commander's Breastplate (4s):	222	=CALCSLICE("ArmHCT";B228)	=CALCSLICE("Might";B228;0,8)					=CALCSLICE("Morale";B228;0,6)																																																										Chest	Ca
Breastplate of the Rampart (4s):	222	=CALCSLICE("ArmHCT";B229)	=CALCSLICE("Might";B229;0,8)					=CALCSLICE("Morale";B229;0,6)																																																										Chest	Gu
Orc-carver's Breastplate (4s):	222	=CALCSLICE("ArmHCT";B230)	=CALCSLICE("Might";B230;0,8)					=CALCSLICE("Morale";B230;0,6)																																																										Chest	Ch
Ancient Breastplate of the Gloom-bane (2s):	222	=CALCSLICE("ArmHCT";B231)	=CALCSLICE("Might";B231;2)					=CALCSLICE("Morale";B231;1)															=CALCSLICE("Evade";B231;0,4)	=CALCSLICE("PhyMit";B231;0,8)																																										Chest	Ch
Ancient Breastplate of the North Star (2s):	222	=CALCSLICE("ArmHCT";B232)	=CALCSLICE("Might";B232;2)					=CALCSLICE("Morale";B232;1)															=CALCSLICE("Evade";B232;0,4)	=CALCSLICE("PhyMit";B232;0,8)																																										Chest	Ca
Ancient Rift-defender's Breastplate (2s):	222	=CALCSLICE("ArmHCT";B233)	=CALCSLICE("Might";B233;2)					=CALCSLICE("Morale";B233;1)															=CALCSLICE("Evade";B233;0,4)	=CALCSLICE("PhyMit";B233;0,8)																																										Chest	Gu
Fine Mathom-hunter's Breastplate (105)	207	3818	279		372		93																																																										
Mathom-hunter's Breastplate (105)	207	3619	279		279		93																																																										
Exemplary Armour of the Anórien Fields (3s):	204	=CALCSLICE("ArmHCT";B236)	=CALCSLICE("Might";B236;1,4)					=CALCSLICE("Morale";B236;1,4)																																																										Chest	CaChGu
Anórien War Armour (3s):	201	=CALCSLICE("ArmHCT";B237)					=CALCSLICE("Fate";B237;1)	=CALCSLICE("Morale";B237;1,8)																																																										Chest	CaChGu
Jacket of the Osgiliath Berserker	201	=CALCSLICE("ArmHCT";B238)	=CALCSLICE("Might";B238;4)				=CALCSLICE("Fate";B238;1)							=CALCSLICE("CritHit";B238;2)																																																					
Jacket of the Osgiliath Blade	201	=CALCSLICE("ArmHCT";B239)	=CALCSLICE("Might";B239;4)				=CALCSLICE("Fate";B239;1)							=CALCSLICE("CritHit";B239;1)											=CALCSLICE("TacMit";B239;1)																																										
Jacket of the Osgiliath Champion	201	=CALCSLICE("ArmHCT";B240)	=CALCSLICE("Might";B240;1,4)		=CALCSLICE("Vitality";B240;3,6)																	=CALCSLICE("Parry";B240;2)																																													
Jacket of the Osgiliath Charge	201	=CALCSLICE("ArmHCT";B241)	=CALCSLICE("Might";B241;4)				=CALCSLICE("Fate";B241;1)							=CALCSLICE("CritHit";B241;1)	=CALCSLICE("Finesse";B241;1)																																																				
Jacket of the Osgiliath Defender	201	=CALCSLICE("ArmHCT";B242)	=CALCSLICE("Might";B242;1,4)		=CALCSLICE("Vitality";B242;3,6)										=CALCSLICE("Finesse";B242;1)							=CALCSLICE("Parry";B242;1)																																													
Jacket of the Osgiliath Healer	201	=CALCSLICE("ArmHCT";B243)	=CALCSLICE("Might";B243;4)				=CALCSLICE("Fate";B243;1)							=CALCSLICE("CritHit";B243;1)	=CALCSLICE("Finesse";B243;1)																																																				
Jacket of the Osgiliath Leader	201	=CALCSLICE("ArmHCT";B244)	=CALCSLICE("Might";B244;1,4)		=CALCSLICE("Vitality";B244;3,6)										=CALCSLICE("Finesse";B244;1)							=CALCSLICE("Parry";B244;1)																																													
Jacket of the Osgiliath Shadow-fighter	201	=CALCSLICE("ArmHCT";B245)	=CALCSLICE("Might";B245;1,4)		=CALCSLICE("Vitality";B245;3,6)																	=CALCSLICE("Parry";B245;2)																																													
Jacket of the Osgiliath Storm	201	=CALCSLICE("ArmHCT";B246)	=CALCSLICE("Might";B246;4)		=CALCSLICE("Vitality";B246;1)											=CALCSLICE("PhyMas";B246;2)																																																			
Breastplate of Faramir's Faithful (5s):	201	=CALCSLICE("ArmHCT";B247)																																																																Chest	CaChGu
Breastplate of the Coastal Bulwark	192	=CALCSLICE("ArmHCT";B248)	=CALCSLICE("Might";B248;2,8)		=CALCSLICE("Vitality";B248;2,4)										=CALCSLICE("Finesse";B248;0,8)							=CALCSLICE("Parry";B248;1)																																													
Breastplate of the Sea Reaver	192	=CALCSLICE("ArmHCT";B249)	=CALCSLICE("Might";B249;2,8)		=CALCSLICE("Vitality";B249;2,4)									=CALCSLICE("CritHit";B249;1)	=CALCSLICE("Finesse";B249;0,8)																																																				
Breastplate of the Watchman	192	=CALCSLICE("ArmHCT";B250)	=CALCSLICE("Might";B250;2,8)		=CALCSLICE("Vitality";B250;2,4)									=CALCSLICE("CritHit";B250;1)	=CALCSLICE("Finesse";B250;0,8)																																																				
Heavy Nadhin Armour (4s):	192	=CALCSLICE("ArmHCT";B251)	=CALCSLICE("Might";B251;1,4)																																																															Chest	CaChGu
Asham	192	=CALCSLICE("ArmHCT";B252)	=CALCSLICE("Might";B252;2)		=CALCSLICE("Vitality";B252;2)														=CALCSLICE("CritDef";B252;1)				=CALCSLICE("Evade";B252;2)																																												
Amon Beleg	192	=CALCSLICE("ArmHCT";B253)	=CALCSLICE("Might";B253;2)		=CALCSLICE("Vitality";B253;1)									=CALCSLICE("CritHit";B253;2)		=CALCSLICE("PhyMas";B253;2)																																																			
Heavy Nadhin Armour (3s):	192	=CALCSLICE("ArmHCP";B254)	=CALCSLICE("Might";B254;1,8)																																																															Chest	CaChGu
Potent Fangorn Armour of Valour	182	=CALCSLICE("ArmHCT";B255)	=CALCSLICE("Might";B255;2,8)		=CALCSLICE("Vitality";B255;2,4)		=CALCSLICE("Fate";B255;1,6)									=CALCSLICE("PhyMas";B255;0,2)																																																			
Potent Fangorn Armour of Command	182	=CALCSLICE("ArmHCT";B256)	=CALCSLICE("Might";B256;2,8)		=CALCSLICE("Vitality";B256;2,4)		=CALCSLICE("Fate";B256;1,6)							=CALCSLICE("CritHit";B256;0,2)																																																					
