	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes
Mantle of the Harmonious Protector (4s):	222	=CALCSLICE("ArmLST";B134)				=CALCSLICE("Will";B134;0,8)		=CALCSLICE("Morale";B134;0,6)																																																										Shoulders	Mi
Mantle of the Peace-mender (4s):	222	=CALCSLICE("ArmLST";B135)				=CALCSLICE("Will";B135;0,8)		=CALCSLICE("Morale";B135;0,6)																																																										Shoulders	Ru
Mantle of the Song-warrior (4s):	222	=CALCSLICE("ArmLST";B136)				=CALCSLICE("Will";B136;0,8)		=CALCSLICE("Morale";B136;0,6)																																																										Shoulders	Mi
Mantle of the Thunder-wielder (4s):	222	=CALCSLICE("ArmLST";B137)				=CALCSLICE("Will";B137;0,8)		=CALCSLICE("Morale";B137;0,6)																																																										Shoulders	Ru
Mantle of the Vigilant Watcher (4s):	222	=CALCSLICE("ArmLST";B138)				=CALCSLICE("Will";B138;0,8)		=CALCSLICE("Morale";B138;0,6)																																																										Shoulders	Mi
Battle-crier's Shoulders (4s):	222	=CALCSLICE("ArmLST";B139)				=CALCSLICE("Will";B139;0,8)		=CALCSLICE("Morale";B139;0,6)																																																										Shoulders	Mi
Shoulders of Biting Wit (4s):	222	=CALCSLICE("ArmLST";B140)				=CALCSLICE("Will";B140;0,8)		=CALCSLICE("Morale";B140;0,6)																																																										Shoulders	Ru
Shoulders of the War-counselor (4s):	222	=CALCSLICE("ArmLST";B141)				=CALCSLICE("Will";B141;0,8)		=CALCSLICE("Morale";B141;0,6)																																																										Shoulders	Lo
Ancient Shoulders of Graven Word (2s):	222	=CALCSLICE("ArmLST";B142)				=CALCSLICE("Will";B142;2)		=CALCSLICE("Morale";B142;1)						=CALCSLICE("CritHit";B142;0,4)											=CALCSLICE("TacMit";B142;0,8)																																									Shoulders	Ru
Ancient Shoulders of the Elder Days (2s):	222	=CALCSLICE("ArmLST";B143)				=CALCSLICE("Will";B143;2)		=CALCSLICE("Morale";B143;1)						=CALCSLICE("CritHit";B143;0,4)											=CALCSLICE("TacMit";B143;0,8)																																									Shoulders	Lo
Ancient Wandering Bard's Shoulders (2s):	222	=CALCSLICE("ArmLST";B144)				=CALCSLICE("Will";B144;2)		=CALCSLICE("Morale";B144;1)						=CALCSLICE("CritHit";B144;0,4)											=CALCSLICE("TacMit";B144;0,8)																																									Shoulders	Mi
Fine Mathom-hunter's Mantle (105)	207	604			186	279	279																																																										
Mathom-hunter's Mantle (105)	207	574			186	279	186																																																										
Exemplary Shoulders of the Anórien Sun (3s):	204	=CALCSLICE("ArmLST";B147)				=CALCSLICE("Will";B147;1,4)		=CALCSLICE("Morale";B147;1,4)																																																										Shoulders	LoMiRu
Anórien Assault Pauldrons (3s):	201	=CALCSLICE("ArmLST";B148)					=CALCSLICE("Fate";B148;1)	=CALCSLICE("Morale";B148;1,8)																																																										Shoulders	LoMiRu
Ancient Osgiliath Shoulderpads	201	=CALCSLICE("ArmLST";B149)			=CALCSLICE("Vitality";B149;1)	=CALCSLICE("Will";B149;4)		=CALCSLICE("Morale";B149;1)									=CALCSLICE("TacMas";B149;1)																																																		
Shoulderpads of Osgiliath's Fury	201	=CALCSLICE("ArmLST";B150)			=CALCSLICE("Vitality";B150;1)	=CALCSLICE("Will";B150;4)	=CALCSLICE("Fate";B150;1)							=CALCSLICE("CritHit";B150;1)																																																					
Shoulderpads of the Osgiliath Animal-friend	201	=CALCSLICE("ArmLST";B151)			=CALCSLICE("Vitality";B151;1)	=CALCSLICE("Will";B151;4)								=CALCSLICE("CritHit";B151;1)			=CALCSLICE("TacMas";B151;1)																																																		
Shoulderpads of the Osgiliath Cleanser	201	=CALCSLICE("ArmLST";B152)			=CALCSLICE("Vitality";B152;1)	=CALCSLICE("Will";B152;4)								=CALCSLICE("CritHit";B152;1)			=CALCSLICE("TacMas";B152;1)																																																		
Shoulderpads of the Osgiliath Peace-caller	201	=CALCSLICE("ArmLST";B153)			=CALCSLICE("Vitality";B153;1)	=CALCSLICE("Will";B153;4)								=CALCSLICE("CritHit";B153;1)			=CALCSLICE("TacMas";B153;1)																																																		
Shoulderpads of the Osgiliath Skald	201	=CALCSLICE("ArmLST";B154)			=CALCSLICE("Vitality";B154;1)	=CALCSLICE("Will";B154;4)	=CALCSLICE("Fate";B154;1)							=CALCSLICE("CritHit";B154;1)																																																					
Shoulderpads of the Osgiliath Song-protector	201	=CALCSLICE("ArmLST";B155)			=CALCSLICE("Vitality";B155;1)	=CALCSLICE("Will";B155;4)		=CALCSLICE("Morale";B155;1)									=CALCSLICE("TacMas";B155;1)																																																		
Shoulderpads of the Osgiliath Thunder-caller	201	=CALCSLICE("ArmLST";B156)			=CALCSLICE("Vitality";B156;1)	=CALCSLICE("Will";B156;4)	=CALCSLICE("Fate";B156;1)							=CALCSLICE("CritHit";B156;1)																																																					
Shoulderpads of the Osgiliath Watcher	201	=CALCSLICE("ArmLST";B157)			=CALCSLICE("Vitality";B157;1)	=CALCSLICE("Will";B157;4)								=CALCSLICE("CritHit";B157;1)			=CALCSLICE("TacMas";B157;1)																																																		
Shoulder Pads of Faramir's Faithful (5s):	201	=CALCSLICE("ArmLST";B158)																																																																Shoulders	LoMiRu
Shoulderpads of the Archivist	192	=CALCSLICE("ArmLST";B159)			=CALCSLICE("Vitality";B159;2,4)	=CALCSLICE("Will";B159;2,8)	=CALCSLICE("Fate";B159;1)							=CALCSLICE("CritHit";B159;0,8)																																																					
Shoulderpads of the Night Watcher	192	=CALCSLICE("ArmLST";B160)			=CALCSLICE("Vitality";B160;2,4)	=CALCSLICE("Will";B160;2,8)	=CALCSLICE("Fate";B160;1)							=CALCSLICE("CritHit";B160;0,8)																																																					
Shoulderpads of the Storied Mariner	192	=CALCSLICE("ArmLST";B161)			=CALCSLICE("Vitality";B161;2,4)	=CALCSLICE("Will";B161;2,8)	=CALCSLICE("Fate";B161;1)							=CALCSLICE("CritHit";B161;0,8)																																																					
Light Nadhin Shoulders (4s):	192	=CALCSLICE("ArmLST";B162)				=CALCSLICE("Will";B162;1,4)																																																												Shoulders	LoMiRu
Eiliadhranc	192	=CALCSLICE("ArmLST";B163)				=CALCSLICE("Will";B163;2)	=CALCSLICE("Fate";B163;2)							=CALCSLICE("CritHit";B163;1)			=CALCSLICE("TacMas";B163;2)																																																		
Gweluranc	192	=CALCSLICE("ArmLST";B164)				=CALCSLICE("Will";B164;2)	=CALCSLICE("Fate";B164;2)							=CALCSLICE("CritHit";B164;2)	=CALCSLICE("Finesse";B164;1)																																																				
Vibrant Ancient Shoulderpads of the Onodrim	188	=CALCSLICE("ArmLSG";B165)			=CALCSLICE("Vitality";B165;2,8)	=CALCSLICE("Will";B165;3,2)	=CALCSLICE("Fate";B165;1,6)												=CALCSLICE("CritDef";B165;0,4)																																																
Tactical Ancient Shoulderpads of the Onodrim	188	=CALCSLICE("ArmLSG";B166)			=CALCSLICE("Vitality";B166;2,8)	=CALCSLICE("Will";B166;3,2)								=CALCSLICE("CritHit";B166;1)			=CALCSLICE("TacMas";B166;1)																																																		
Tactical Shoulderpads of the Onodrim	188	=CALCSLICE("ArmLST";B167)			=CALCSLICE("Vitality";B167;2,4)	=CALCSLICE("Will";B167;2,8)								=CALCSLICE("CritHit";B167;1)			=CALCSLICE("TacMas";B167;0,8)																																																		
Supple Fangorn Shoulderpads of Insight	182	=CALCSLICE("ArmLST";B168)			=CALCSLICE("Vitality";B168;2,4)	=CALCSLICE("Will";B168;2,8)	=CALCSLICE("Fate";B168;1,6)							=CALCSLICE("CritHit";B168;0,2)																																																					
Supple Fangorn Shoulderpads of Spirit	182	=CALCSLICE("ArmLST";B169)			=CALCSLICE("Vitality";B169;2,4)	=CALCSLICE("Will";B169;2,8)	=CALCSLICE("Fate";B169;1,6)										=CALCSLICE("TacMas";B169;0,2)																																																		
Light Nadhin Shoulders (3s):	182	=CALCSLICE("ArmLSP";B170)				=CALCSLICE("Will";B170;1,8)																																																												Shoulders	LoMiRu
Back																																																																			
Quartermaster of the Host's Lightest Cloak (1s):	258	=CALCSLICE("ArmCLG";B172)			=CALCSLICE("Vitality";B172;1)	=CALCSLICE("Will";B172;4)								=CALCSLICE("CritHit";B172;1,6)																																																				Back	LoMiRu
Quartermaster of the Host's Most Flexible Cloak (1s):	258	=CALCSLICE("ArmCLG";B173)		=CALCSLICE("Agility";B173;4)	=CALCSLICE("Vitality";B173;1)									=CALCSLICE("CritHit";B173;1,6)																																																				Back	BuHuWa
Quartermaster of the Host's Strongest Cloak (1s):	258	=CALCSLICE("ArmCLG";B174)	=CALCSLICE("Might";B174;4)		=CALCSLICE("Vitality";B174;1)									=CALCSLICE("CritHit";B174;1,6)																																																				Back	BeCaChGuWa
Enduring Cloak of the Black Gate (1s):	258	=CALCSLICE("ArmCLG";B175)	=CALCSLICE("Might";B175;3)		=CALCSLICE("Vitality";B175;1)									=CALCSLICE("CritHit";B175;1,6)																																																				Back	BeCaChGuWa
Feather-light Cloak of the Black Gate (1s):	258	=CALCSLICE("ArmCLG";B176)			=CALCSLICE("Vitality";B176;1)	=CALCSLICE("Will";B176;3)								=CALCSLICE("CritHit";B176;1,6)																																																				Back	LoMiRu
Swift Cloak of the Black Gate (1s):	258	=CALCSLICE("ArmCLG";B177)		=CALCSLICE("Agility";B177;3)	=CALCSLICE("Vitality";B177;1)									=CALCSLICE("CritHit";B177;1,6)																																																				Back	BuHuWa
Cloak of the Resolute March (1s):	246	=CALCSLICE("ArmCLG";B178)			=CALCSLICE("Vitality";B178;2,8)	=CALCSLICE("Will";B178;2,8)																																																												Back	LoMiRu
Cloak of the Steadfast March (1s):	246	=CALCSLICE("ArmCLG";B179)		=CALCSLICE("Agility";B179;2)	=CALCSLICE("Vitality";B179;2)									=CALCSLICE("CritHit";B179;1,6)																																																				Back	BuHuWa
Cloak of the Unwavering March (1s):	246	=CALCSLICE("ArmCLG";B180)	=CALCSLICE("Might";B180;2)		=CALCSLICE("Vitality";B180;2)									=CALCSLICE("CritHit";B180;1,6)																																																				Back	BeCaChGuWa
(1879339490) Cloak of the Fallen Tower	234	=CALCSLICE("ArmCLT";B181)	=CALCSLICE("Might";B181;2,8)		=CALCSLICE("Vitality";B181;2,4)									=CALCSLICE("CritHit";B181;1,2)	=CALCSLICE("Finesse";B181;0,6)																																																				
(1879339494) Drape of Fallen Royalty	234	=CALCSLICE("ArmCLT";B182)	=CALCSLICE("Might";B182;2,4)		=CALCSLICE("Vitality";B182;2,8)														=CALCSLICE("CritDef";B182;0,6)				=CALCSLICE("Evade";B182;1,2)																																												
Sage's Cloak of the Undarkened Sky	234	=CALCSLICE("ArmCLT";B183)				=CALCSLICE("Will";B183;2,4)		=CALCSLICE("Morale";B183;2,4)						=CALCSLICE("CritHit";B183;0,4)					=CALCSLICE("CritDef";B183;1,8)									0.2 extra slice																																							
Scout's Cloak of the Undarkened Sky	234	=CALCSLICE("ArmCLT";B184)		=CALCSLICE("Agility";B184;2,4)				=CALCSLICE("Morale";B184;2,4)						=CALCSLICE("CritHit";B184;0,4)					=CALCSLICE("CritDef";B184;1,8)									0.2 extra slice																																							
Warrior's Cloak of the Undarkened Sky	234	=CALCSLICE("ArmCLT";B185)	=CALCSLICE("Might";B185;2,4)					=CALCSLICE("Morale";B185;2,4)						=CALCSLICE("CritHit";B185;0,4)					=CALCSLICE("CritDef";B185;1,8)									0.2 extra slice																																							
(1879339475) Watchman's Woolen Cloak	234	=CALCSLICE("ArmCLT";B186)		=CALCSLICE("Agility";B186;2,4)	=CALCSLICE("Vitality";B186;2,8)														=CALCSLICE("CritDef";B186;0,6)				=CALCSLICE("Evade";B186;1,2)																																												
Adroit Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B187)		=CALCSLICE("Agility";B187;2,4)	=CALCSLICE("Vitality";B187;2)		=CALCSLICE("Fate";B187;1,2)								=CALCSLICE("Finesse";B187;1)																																																			Back	BuHuWa
Careful Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B188)			=CALCSLICE("Vitality";B188;2,8)	=CALCSLICE("Will";B188;2,8)													=CALCSLICE("CritDef";B188;1)																																															Back	LoMiRu
Clever Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B189)			=CALCSLICE("Vitality";B189;1)	=CALCSLICE("Will";B189;4)								=CALCSLICE("CritHit";B189;1,6)																																																				Back	LoMiRu
Decisive Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B190)			=CALCSLICE("Vitality";B190;2)	=CALCSLICE("Will";B190;2,4)	=CALCSLICE("Fate";B190;1,2)								=CALCSLICE("Finesse";B190;1)																																																			Back	LoMiRu
Deft Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B191)		=CALCSLICE("Agility";B191;2,8)	=CALCSLICE("Vitality";B191;2,8)														=CALCSLICE("CritDef";B191;1)																																															Back	BuHuWa
Durable Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B192)	=CALCSLICE("Might";B192;2,8)		=CALCSLICE("Vitality";B192;2,8)														=CALCSLICE("CritDef";B192;1)																																															Back	BeCaChGuWa
Flexible Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B193)		=CALCSLICE("Agility";B193;4)	=CALCSLICE("Vitality";B193;1)									=CALCSLICE("CritHit";B193;1,6)																																																				Back	BuHuWa
Forceful Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B194)	=CALCSLICE("Might";B194;4)		=CALCSLICE("Vitality";B194;1)									=CALCSLICE("CritHit";B194;1,6)																																																				Back	BeCaChGuWa
Staunch Cloak of the Citadel Guard Captain (1s):	204	=CALCSLICE("ArmCLG";B195)	=CALCSLICE("Might";B195;2,4)		=CALCSLICE("Vitality";B195;2)		=CALCSLICE("Fate";B195;1,2)								=CALCSLICE("Finesse";B195;1)																																																			Back	BeCaChGuWa
Anórien Cloak of Clout	201	=CALCSLICE("ArmCLT";B196)	=CALCSLICE("Might";B196;2,4)		=CALCSLICE("Vitality";B196;2,4)									=CALCSLICE("CritHit";B196;0,6)					=CALCSLICE("CritDef";B196;1,8)									0.2 extra slice																																							
Anórien Cloak of Nimbleness	201	=CALCSLICE("ArmCLT";B197)		=CALCSLICE("Agility";B197;2,4)	=CALCSLICE("Vitality";B197;2,4)									=CALCSLICE("CritHit";B197;0,6)					=CALCSLICE("CritDef";B197;1,8)									0.2 extra slice																																							
Anórien Cloak of Brilliance	201	=CALCSLICE("ArmCLT";B198)			=CALCSLICE("Vitality";B198;2,4)	=CALCSLICE("Will";B198;2,4)								=CALCSLICE("CritHit";B198;0,6)					=CALCSLICE("CritDef";B198;1,8)									0.2 extra slice																																							
Cloak of the Bridge-warden	201	=CALCSLICE("ArmCLT";B199)		=CALCSLICE("Agility";B199;3)	=CALCSLICE("Vitality";B199;3)														=CALCSLICE("CritDef";B199;1)																																																
Cloak of the Crossroads	201	=CALCSLICE("ArmCLT";B200)	=CALCSLICE("Might";B200;4)		=CALCSLICE("Vitality";B200;1)									=CALCSLICE("CritHit";B200;2)																																																					
Cloak of the Defender	201	=CALCSLICE("ArmCLT";B201)	=CALCSLICE("Might";B201;3)		=CALCSLICE("Vitality";B201;3)														=CALCSLICE("CritDef";B201;1)																																																
Cloak of the Diplomat	201	=CALCSLICE("ArmCLT";B202)			=CALCSLICE("Vitality";B202;2)	=CALCSLICE("Will";B202;3)											=CALCSLICE("TacMas";B202;1)		=CALCSLICE("CritDef";B202;1)																																																
Cloak of the Guard-captain	201	=CALCSLICE("ArmCLT";B203)	=CALCSLICE("Might";B203;2,4)		=CALCSLICE("Vitality";B203;2)		=CALCSLICE("Fate";B203;1,6)								=CALCSLICE("Finesse";B203;1)																																																				
Cloak of the Healers	201	=CALCSLICE("ArmCLT";B204)			=CALCSLICE("Vitality";B204;1)	=CALCSLICE("Will";B204;3)	=CALCSLICE("Fate";B204;2)		=CALCSLICE("Power";B204;1)																																																										
Cloak of the Nobleman	201	=CALCSLICE("ArmCLT";B205)			=CALCSLICE("Vitality";B205;1)	=CALCSLICE("Will";B205;4)								=CALCSLICE("CritHit";B205;2)																																																					
Cloak of the Rangers	201	=CALCSLICE("ArmCLT";B206)		=CALCSLICE("Agility";B206;4)	=CALCSLICE("Vitality";B206;1)									=CALCSLICE("CritHit";B206;2)																																																					
Cloak of the Ruined City	201	=CALCSLICE("ArmCLT";B207)		=CALCSLICE("Agility";B207;2,4)	=CALCSLICE("Vitality";B207;2)		=CALCSLICE("Fate";B207;1,6)								=CALCSLICE("Finesse";B207;1)																																																				
Greater Enduring Cloak of Fate	192	=CALCSLICE("ArmCLT";B208)	=CALCSLICE("Might";B208;2,4)		=CALCSLICE("Vitality";B208;2,8)		=CALCSLICE("Fate";B208;1)															=CALCSLICE("Parry";B208;0,8)																																													
Greater Resolute Cloak of Tactics	192	=CALCSLICE("ArmCLT";B209)			=CALCSLICE("Vitality";B209;2,4)	=CALCSLICE("Will";B209;2,8)								=CALCSLICE("CritHit";B209;0,8)			=CALCSLICE("TacMas";B209;1)																																																		
Gondorian Guardsman's Light Cloak	192	=CALCSLICE("ArmCLP";B210)			=CALCSLICE("Vitality";B210;2)	=CALCSLICE("Will";B210;2)								=CALCSLICE("CritHit";B210;0,8)			=CALCSLICE("TacMas";B210;1)																																																		
Supple Fangorn Cloak of Might	182	=CALCSLICE("ArmCLT";B211)	=CALCSLICE("Might";B211;2,8)		=CALCSLICE("Vitality";B211;2,4)									=CALCSLICE("CritHit";B211;1,6)		=CALCSLICE("PhyMas";B211;0,2)																																																			
Supple Fangorn Cloak of Agility	182	=CALCSLICE("ArmCLT";B212)		=CALCSLICE("Agility";B212;2,8)	=CALCSLICE("Vitality";B212;2,4)									=CALCSLICE("CritHit";B212;1,6)		=CALCSLICE("PhyMas";B212;0,2)																																																			
Supple Fangorn Cloak of Will	182	=CALCSLICE("ArmCLT";B213)			=CALCSLICE("Vitality";B213;2,4)	=CALCSLICE("Will";B213;2,8)								=CALCSLICE("CritHit";B213;1,6)			=CALCSLICE("TacMas";B213;0,2)																																																		
Supple Fangorn Cloak of Vitality	182	=CALCSLICE("ArmCLT";B214)			=CALCSLICE("Vitality";B214;2,8)		=CALCSLICE("Fate";B214;2,4)								=CALCSLICE("Finesse";B214;0,2)				=CALCSLICE("CritDef";B214;1,6)																																																
Forceful Cloak of the Deep	176	=CALCSLICE("ArmCLT";B215)	=CALCSLICE("Might";B215;2,8)		=CALCSLICE("Vitality";B215;2,4)		=CALCSLICE("Fate";B215;0,8)								=CALCSLICE("Finesse";B215;0,2)	=CALCSLICE("PhyMas";B215;0,8)																																																			
Greater Valourous Cloak of Finesse	176	=CALCSLICE("ArmCLT";B216)	=CALCSLICE("Might";B216;2,8)		=CALCSLICE("Vitality";B216;2,4)									=CALCSLICE("CritHit";B216;0,6)	=CALCSLICE("Finesse";B216;1,2)																																																				
Vigilant Cloak of the Deep	176	=CALCSLICE("ArmCLT";B217)	=CALCSLICE("Might";B217;2,4)		=CALCSLICE("Vitality";B217;2,8)		=CALCSLICE("Fate";B217;0,8)												=CALCSLICE("CritDef";B217;1)																																																
Skillful Cloak of the Deep	176	=CALCSLICE("ArmCLT";B218)		=CALCSLICE("Agility";B218;2,8)	=CALCSLICE("Vitality";B218;2,4)		=CALCSLICE("Fate";B218;0,8)								=CALCSLICE("Finesse";B218;0,2)	=CALCSLICE("PhyMas";B218;0,8)																																																			
Greater Dextrous Cloak of Prowess	176	=CALCSLICE("ArmCLT";B219)		=CALCSLICE("Agility";B219;2,8)	=CALCSLICE("Vitality";B219;2,4)									=CALCSLICE("CritHit";B219;0,6)	=CALCSLICE("Finesse";B219;0,4)	=CALCSLICE("PhyMas";B219;0,8)																																																			
Watchful Cloak of the Deep	176	=CALCSLICE("ArmCLT";B220)		=CALCSLICE("Agility";B220;2,4)	=CALCSLICE("Vitality";B220;2,8)		=CALCSLICE("Fate";B220;0,8)												=CALCSLICE("CritDef";B220;1)																																																
Perceptive Cloak of the Deep	176	=CALCSLICE("ArmCLT";B221)			=CALCSLICE("Vitality";B221;2,4)	=CALCSLICE("Will";B221;2,8)	=CALCSLICE("Fate";B221;0,8)								=CALCSLICE("Finesse";B221;0,2)		=CALCSLICE("TacMas";B221;0,8)																																																		
Heavy Cloak of Westfold	168	=CALCSLICE("ArmCLP";B222)	=CALCSLICE("Might";B222;2)		=CALCSLICE("Vitality";B222;2,4)																	=CALCSLICE("Parry";B222;1,2)	=CALCSLICE("Evade";B222;0,4)																																												
Sarchol	84	=CALCSLICE("ArmCLT";B223)						=CALCSLICE("Morale";B223;2)							=CALCSLICE("Finesse";B223;1)									=CALCSLICE("PhyMit";B223;2)	=CALCSLICE("TacMit";B223;2)			Pits T2																																							
Shield of the Hammerhand	105	611			84									334														Gives +25% to all forms of XP until level 85.																																					
Chest																																																																			
Flame-scourer's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B226)				=CALCSLICE("Will";B226;0,8)		=CALCSLICE("Morale";B226;0,6)																																																										Chest	Ru
Fury-wielder's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B227)				=CALCSLICE("Will";B227;0,8)		=CALCSLICE("Morale";B227;0,6)																																																										Chest	Lo
Harmonious Protector's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B228)				=CALCSLICE("Will";B228;0,8)		=CALCSLICE("Morale";B228;0,6)																																																										Chest	Mi
Knowledge-seeker's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B229)				=CALCSLICE("Will";B229;0,8)		=CALCSLICE("Morale";B229;0,6)																																																										Chest	Lo
Nature-friend's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B230)				=CALCSLICE("Will";B230;0,8)		=CALCSLICE("Morale";B230;0,6)																																																										Chest	Lo
Peace-mender's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B231)				=CALCSLICE("Will";B231;0,8)		=CALCSLICE("Morale";B231;0,6)																																																										Chest	Ru
Song-warrior's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B232)				=CALCSLICE("Will";B232;0,8)		=CALCSLICE("Morale";B232;0,6)																																																										Chest	Mi
Thunder-wielder's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B233)				=CALCSLICE("Will";B233;0,8)		=CALCSLICE("Morale";B233;0,6)																																																										Chest	Ru
Vigilant Watcher's Coat of the Morannon (4s):	282	=CALCSLICE("ArmLCT";B234)				=CALCSLICE("Will";B234;0,8)		=CALCSLICE("Morale";B234;0,6)																																																										Chest	Mi
Supreme Coat of the Flame-scourer (4s):	258	=CALCSLICE("ArmLCT";B235)				=CALCSLICE("Will";B235;0,8)		=CALCSLICE("Morale";B235;0,6)																																																										Chest	Ru
Supreme Coat of the Fury-wielder (4s):	258	=CALCSLICE("ArmLCT";B236)				=CALCSLICE("Will";B236;0,8)		=CALCSLICE("Morale";B236;0,6)																																																										Chest	Lo
Supreme Coat of the Harmonious Protector (4s):	258	=CALCSLICE("ArmLCT";B237)				=CALCSLICE("Will";B237;0,8)		=CALCSLICE("Morale";B237;0,6)																																																										Chest	Mi
Supreme Coat of the Knowledge-seeker (4s):	258	=CALCSLICE("ArmLCT";B238)				=CALCSLICE("Will";B238;0,8)		=CALCSLICE("Morale";B238;0,6)																																																										Chest	Lo
Supreme Coat of the Nature-friend (4s):	258	=CALCSLICE("ArmLCT";B239)				=CALCSLICE("Will";B239;0,8)		=CALCSLICE("Morale";B239;0,6)																																																										Chest	Lo
Supreme Coat of the Peace-mender (4s):	258	=CALCSLICE("ArmLCT";B240)				=CALCSLICE("Will";B240;0,8)		=CALCSLICE("Morale";B240;0,6)																																																										Chest	Ru
Supreme Coat of the Song-warrior (4s):	258	=CALCSLICE("ArmLCT";B241)				=CALCSLICE("Will";B241;0,8)		=CALCSLICE("Morale";B241;0,6)																																																										Chest	Mi
Supreme Coat of the Thunder-wielder (4s):	258	=CALCSLICE("ArmLCT";B242)				=CALCSLICE("Will";B242;0,8)		=CALCSLICE("Morale";B242;0,6)																																																										Chest	Ru
Supreme Coat of the Vigilant Watcher (4s):	258	=CALCSLICE("ArmLCT";B243)				=CALCSLICE("Will";B243;0,8)		=CALCSLICE("Morale";B243;0,6)																																																										Chest	Mi
Weave-padded Armour of the Ithilien Seeker (4s):	246	=CALCSLICE("ArmLCT";B244)				=CALCSLICE("Will";B244;0,8)		=CALCSLICE("Morale";B244;0,6)																																																										Chest	LoMiRu
Greater Coat of the Flame-scourer (4s):	234	=CALCSLICE("ArmLCT";B245)				=CALCSLICE("Will";B245;0,8)		=CALCSLICE("Morale";B245;0,6)																																																										Chest	Ru
Greater Coat of the Fury-wielder (4s):	234	=CALCSLICE("ArmLCT";B246)				=CALCSLICE("Will";B246;0,8)		=CALCSLICE("Morale";B246;0,6)																																																										Chest	Lo
Greater Coat of the Harmonious Protector (4s):	234	=CALCSLICE("ArmLCT";B247)				=CALCSLICE("Will";B247;0,8)		=CALCSLICE("Morale";B247;0,6)																																																										Chest	Mi
Greater Coat of the Knowledge-seeker (4s):	234	=CALCSLICE("ArmLCT";B248)				=CALCSLICE("Will";B248;0,8)		=CALCSLICE("Morale";B248;0,6)																																																										Chest	Lo
Greater Coat of the Nature-friend (4s):	234	=CALCSLICE("ArmLCT";B249)				=CALCSLICE("Will";B249;0,8)		=CALCSLICE("Morale";B249;0,6)																																																										Chest	Lo
Greater Coat of the Peace-mender (4s):	234	=CALCSLICE("ArmLCT";B250)				=CALCSLICE("Will";B250;0,8)		=CALCSLICE("Morale";B250;0,6)																																																										Chest	Ru
Greater Coat of the Song-warrior (4s):	234	=CALCSLICE("ArmLCT";B251)				=CALCSLICE("Will";B251;0,8)		=CALCSLICE("Morale";B251;0,6)																																																										Chest	Mi
Greater Coat of the Thunder-wielder (4s):	234	=CALCSLICE("ArmLCT";B252)				=CALCSLICE("Will";B252;0,8)		=CALCSLICE("Morale";B252;0,6)																																																										Chest	Ru
Greater Coat of the Vigilant Watcher (4s):	234	=CALCSLICE("ArmLCT";B253)				=CALCSLICE("Will";B253;0,8)		=CALCSLICE("Morale";B253;0,6)																																																										Chest	Mi
Lesser Coat of the Fury-wielder (4s):	222	=CALCSLICE("ArmLCT";B254)				=CALCSLICE("Will";B254;0,8)		=CALCSLICE("Morale";B254;0,6)																																																										Chest	Lo
Lesser Coat of the Knowledge-seeker (4s):	222	=CALCSLICE("ArmLCT";B255)				=CALCSLICE("Will";B255;0,8)		=CALCSLICE("Morale";B255;0,6)																																																										Chest	Lo
Lesser Coat of the Nature-friend (4s):	222	=CALCSLICE("ArmLCT";B256)				=CALCSLICE("Will";B256;0,8)		=CALCSLICE("Morale";B256;0,6)																																																										Chest	Lo
Coat of the Flame-scourer (4s):	222	=CALCSLICE("ArmLCT";B257)				=CALCSLICE("Will";B257;0,8)		=CALCSLICE("Morale";B257;0,6)																																																										Chest	Ru
Coat of the Harmonious Protector (4s):	222	=CALCSLICE("ArmLCT";B258)				=CALCSLICE("Will";B258;0,8)		=CALCSLICE("Morale";B258;0,6)																																																										Chest	Mi
